number,bal_score,diag,KronRad (kpc),separation (kpc),area (kpc^2),sep/area (kpc),x,y,KronMag,Abs. Mag,Angle,Ellipticity,RA,Host RA,DEC,Host Dec,Discrepency (arcsecs),Z,SDSS Photoz,pixelRank,chance coincidence
1,0.25,4,x,x,x,,,,,x,,,,,,,,x,,,,0.04104679626398333,0.0407116243021135,0.037989234767217384,0.039023406654540065,0.09855123300534979,0.05009003576448656,0.05412329424122882,0.033768982114652,0.027699114194267162,0.038213377623119896,0.048109652173414036,0.0349665324928229,0.10003457682671738,0.06119065132603394,0.03687628630380875,0.03587591699463593,0.08733107728013416,0.04885145097062775,0.0436704190254443,0.041876337675402435
