ID,KronRad_3,separation_3,x_3,y_3,KronMag_3,Angle_3,Ellipticity_3,RA_3,Host RA_3,DEC_3,Host Dec_3,Discrepency_3,Z_3,Hecto Z_3,KronRad_4,separation_4,x_4,y_4,KronMag_4,Angle_4,Ellipticity_4,RA_4,Host RA_4,DEC_4,Host Dec_4,Discrepency_4,Z_4,Hecto Z_4,KronRad_5,separation_5,x_5,y_5,KronMag_5,Angle_5,Ellipticity_5,RA_5,Host RA_5,DEC_5,Host Dec_5,Discrepency_5,Z_5,Hecto Z_5,KronRad_6,separation_6,x_6,y_6,KronMag_6,Angle_6,Ellipticity_6,RA_6,Host RA_6,DEC_6,Host Dec_6,Discrepency_6,Z_6,Hecto Z_6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1.4536141271488776,0.2397802193488851,0.3722381670401518,-0.8840316016285641,21.346902424325336,-1.3045881986618042,0.2973469711350989,53.36642077462838,0.0,-28.371583663651673,0.0,,0.2308,0,1.5464335283553683,0.22878255700945188,0.31202553817348644,-0.8603802807388519,20.26591936439483,-1.2411491870880127,0.2855702837845785,53.3664255225051,0.0,-28.371582012141268,0.0,,0.2308,0,1.4021661840632427,0.2755577481891803,0.3230026940975961,-1.053948906821887,19.75342997082848,-1.2369023561477661,0.30139987937595736,53.36642468932791,0.0,-28.371595454608524,0.0,,0.2308,0,1.4021661840632427,0.2755577481891803,0.3230026940975961,-1.053948906821887,19.75342997082848,"[23.62360704 23.93142151 23.64900472 21.50580612 23.51515213 20.55436079
 21.16009657 17.8025428  23.35288789 23.64244018 22.66446497 19.41558795
 23.38420752 23.51003634 22.71451919 24.32164413 22.38374838 21.85436401
 21.67412944 21.30387973 24.11977436 23.75477976 23.63057147 23.91372132
 23.28862337 23.12544043]",0.30139987937595736,53.36642468932791,0.0,-28.371595454608524,0.0,,0.2308,0
10,1.3707618923872595,34.59087939239363,115.26489348176838,76.59926841684822,20.61506677451813,1.51369309425354,0.6721378021599084,149.74097950997063,0.0,3.162846439139649,0.0,,0.2447,0,1.2970050403886544,34.555763525263046,115.11857125897703,76.56560404620464,19.40001891210495,1.4944621324539185,0.6534841872875641,149.74098968549967,0.0,3.1628441045541766,0.0,,0.2447,0,1.2209303426752174,34.534715074519355,115.08834495923952,76.45893084532972,19.06570763838764,1.4825634956359863,0.6419177426289409,149.7409917886981,0.0,3.1628366993837216,0.0,,0.2447,0,1.2273638945765906,34.56636733963169,115.20769873591345,76.50811816441711,18.813779754629582,1.488162636756897,0.6601976680746897,149.74098348834457,0.0,3.162840112103448,0.0,,0.2447,0
11,2.724006861417221,4.728492495869361,-4.238173350576403,-18.43328291191591,23.178531063001063,-0.6607978940010071,0.48314773106244957,149.9762112635858,0.0,2.410619933565712,0.0,,0.38,0,2.622631658018709,4.9925678682770185,-3.481448043243745,-19.66474512018023,21.407441153371902,-0.26741087436676025,0.12771870219785397,149.9761586684021,0.0,2.4105344155985513,0.0,,0.38,0,2.612140380330292,4.964959242950656,-2.956076355916011,-19.638879017621022,20.26414185020986,0.4100828468799591,0.22321054989667444,149.97612215216742,0.0,2.410536211192305,0.0,,0.38,0,2.485636207529015,4.9605030323160495,-2.6060345038192168,-19.670405367767742,19.96759494220911,0.34113654494285583,0.17768599323781575,149.97609782237916,0.0,2.4105340214658226,0.0,,0.38,0
14,1.3498348318600757,3.0125823457217047,-12.040026000350807,0.5047911723765992,18.869414423388392,0.05320650711655617,0.11359218202849863,35.87880133857262,35.877962499999995,-4.6362871648833615,-4.636319444444444,3.012179990799866,0.1369,0.1369,1.4019896740358881,3.0362663775542025,-12.129587777695065,0.6184069930622371,17.659981197021697,0.09228919446468353,0.09415039410384185,35.87880757837776,35.877962499999995,-4.636279275220881,-4.636319444444444,3.0357736028104174,0.1369,0.1369,,,,,,,,,,,,,,,1.3570816779260229,3.0355099403920796,-12.126694607689103,0.6157228479235783,17.625530411304904,0.037181876599788666,0.10297286941500006,35.8788073768091,35.877962499999995,-4.636279461612465,-4.636319444444444,3.035019253719948,0.1369,0.1369
34,2.2015349522155154,1.1414362779768479,0.18884732784479752,-4.563447743324488,24.044480854825707,1.0756590366363525,0.578462766654831,36.06642444627438,0.0,-3.186852908747313,0.0,,0.25,0,2.4049988125477606,0.9863893553818951,0.04536033389351246,-3.946680537621887,22.871268795883434,0.9341180324554443,0.4648410988223074,36.066434413633516,0.0,-3.186810090824665,0.0,,0.25,0,2.158964002315926,0.9869899423730353,0.2479943243486673,-3.9415604725157607,22.839954533212055,0.7811907529830933,0.3707475236419283,36.066420322528955,0.0,-3.1868097380021205,0.0,,0.25,0,0.8237366931089167,1.0757776817211864,-0.10972890293911064,-4.303210864728811,23.12736259625297,0.621013343334198,0.3718134384238416,36.06644520456253,0.0,-3.1868348392133257,0.0,,0.25,0
38,2.0083123074901903,8.927053233958643,-24.257522138703493,-26.210127932689957,20.306760068978853,-1.533973217010498,0.43425404687218583,35.09735047369225,0.0,-4.674330078330554,0.0,,0.15,0,2.071380534564603,8.8959481308496,-24.238818162639603,-26.057740181395104,19.775631304960072,-1.535293698310852,0.47849154262644045,35.09734918142378,0.0,-4.674319495966203,0.0,,0.15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,1.5720297804760102,2.4035942137225668,-9.219765369638381,2.7387063292119365,19.194378348483042,1.2325271368026733,0.10079764898521792,129.26166065471284,0.0,43.73821428453015,0.0,,0.26,0,1.528379073496189,2.4125756752116105,-9.246064114367968,2.776246595098698,18.25166500866037,1.0589268207550049,0.07515302252819123,129.26166312276854,0.0,43.73821691983328,0.0,,0.26,0,1.4495274182031093,2.5657754900499,-9.864996034980308,2.844439197188649,17.781386654639846,0.0005359011702239513,0.08577692884728505,129.26172247842584,0.0,43.738222343426756,0.0,,0.26,0,1.4802196877055902,2.3930323702700442,-9.186787759699385,2.7011648555909886,17.47929909641028,1.3806322813034058,0.09533311508269104,129.26165754500823,0.0,43.73821164169981,0.0,,0.26,0
91,1.4891369778878016,20.51531339661475,-43.53330460447188,-69.57784079049063,19.950006713676853,-1.4028550386428833,0.1719674291595824,129.3332327941098,0.0,44.32894919220213,0.0,,0.152,0,1.3845194690755405,20.65273956863747,-43.61716123787957,-70.17345264548258,18.933555523657468,-1.31361722946167,0.02945249494843072,129.33324181914475,0.0,44.32890792963058,0.0,,0.152,0,1.3704047039635645,20.75886771943569,-43.750037663023335,-70.59067929397305,18.535568158816297,0.3858429789543152,0.03446653086319951,129.33325533547594,0.0,44.328879104178846,0.0,,0.152,0,1.3557196351249279,20.747592136682883,-43.55022180479288,-70.66111766938411,18.22838264653754,-1.2905782461166382,0.08298145390866318,129.3332360495917,0.0,44.32887400082725,0.0,,0.152,0
98,1.4117978037384409,1.2204220044007916,3.7742039681800748,3.0980297235180956,18.094517451138884,1.237494945526123,0.34357521547639147,184.9060096718301,0.0,46.03244531035768,0.0,,0.057,0,1.3895201099779433,1.2451235194013848,3.7541367155327663,3.2747568567517646,17.614475474619113,1.2348880767822266,0.3405778729998844,184.90601165750655,0.0,46.03245758030723,0.0,,0.057,0,1.272497769311486,1.1638416180853208,4.115874103803975,2.1774177690092813,17.29877907043589,1.4995472431182861,0.36540553814853893,184.90597561219246,0.0,46.03238137394813,0.0,,0.057,0,1.4264018237782496,1.2634134739061382,3.853858559634034,3.2710378221960354,17.06594732530663,1.2353845834732056,0.34700572634356264,184.90600168479367,0.0,46.032457313958666,0.0,,0.057,0
