,ID,Redshift,comparison_hectoZ,Event RA,Event DEC,Host RA,Host DEC,comparison_hostRa,comparison_hostDec,comparison_distance_dif (arcsec),KronRad (kpc)_3,separation (kpc)_3,area (kpc^2)_3,sep/sqrt(area) (kpc)_3,x_3,y_3,KronMag_3,Abs. Mag_3,Angle_3,Ellipticity_3,pixelRank_3,chanceCoincidence_3,host_found_3,KronRad (kpc)_4,separation (kpc)_4,area (kpc^2)_4,sep/sqrt(area) (kpc)_4,x_4,y_4,KronMag_4,Abs. Mag_4,Angle_4,Ellipticity_4,pixelRank_4,chanceCoincidence_4,host_found_4,KronRad (kpc)_5,separation (kpc)_5,area (kpc^2)_5,sep/sqrt(area) (kpc)_5,x_5,y_5,KronMag_5,Abs. Mag_5,Angle_5,Ellipticity_5,pixelRank_5,chanceCoincidence_5,host_found_5,KronRad (kpc)_6,separation (kpc)_6,area (kpc^2)_6,sep/sqrt(area) (kpc)_6,x_6,y_6,KronMag_6,Abs. Mag_6,Angle_6,Ellipticity_6,pixelRank_6,chanceCoincidence_6,host_found_6
0,11,0.38,0,149.97591666666662,2.4118999999999997,149.976038105844,2.4106054779143067,0.0,0.0,,2.682149376520379,24.957784547122692,22.60038280374025,5.249864975150384,0.0,0.0,25.639549318606658,-15.62923422743855,0.24671562761068344,0.1898422035761408,0.4134130982367758,1.0,0,2.682149376520379,24.957784547122692,22.60038280374025,5.249864975150384,0.0,0.0,25.639549318606658,-15.62923422743855,0.24671562761068344,0.1898422035761408,0.4134130982367758,1.0,0,2.682149376520379,24.957784547122692,22.60038280374025,5.249864975150384,0.0,0.0,25.639549318606658,-15.62923422743855,0.24671562761068344,0.1898422035761408,0.4134130982367758,1.0,0,2.682149376520379,24.957784547122692,22.60038280374025,5.249864975150384,0.0,0.0,25.639549318606658,-15.62923422743855,0.24671562761068344,0.1898422035761408,0.4134130982367758,1.0,0
1,34,0.25,0,36.06643749999999,-3.186536111111111,36.06635140597342,-3.1867446901395673,0.0,0.0,,2.2189681875056255,4.007133460638889,35.56875064358028,0.6718920489816198,-0.2268948136764095,-4.900501093655848,23.996041584047745,-16.330710499604525,1.0473101139068604,0.5808836353021383,0.0,0.04823240345326707,1,2.211034239767516,2.909953860105047,72.15375130554858,0.3425757721875225,0.03165229584273277,-3.697025704492816,22.847228151283463,-17.479523932368807,1.061599612236023,0.38789461829606353,0.014084507042253521,0.026359419302590226,1,1.8695044010752484,3.2749007309646405,59.95875108489248,0.422933270866871,0.23880773705542424,-4.0043594047863,22.835277056033053,-17.491475027619217,0.8397386074066162,0.292211032475729,0.22033898305084745,0.01964535768235598,1,0.0,3.5015673379138312,53.86125097456443,0.4771163117494147,-0.1566091912450105,-4.370782402627157,inf,inf,0.725254476070404,0.30946623876289425,0.0,1.0,1
2,76,0.26,0,129.26077916666665,43.73801388888889,129.26161086446524,43.73828744274266,0.0,0.0,,1.5815720687768273,9.332275848231381,1192.409946024994,0.2702556439870038,-9.19462314337558,2.7196367054469732,19.198309235025544,-21.21660999700301,1.177566647529602,0.10211727840468976,0.7120938628158845,0.007454193002366938,1,1.3384291601989677,10.041736158499257,1881.1665935484564,0.23152355238601918,-10.163195103285716,2.1311477873777562,18.26564461928784,-22.149274612740715,0.9305896162986755,0.18959858047312061,0.8283752860411899,0.003524125489639318,1,1.3221674114954658,10.085043049412736,2423.562453473183,0.20485692457809535,-10.211561304574616,2.118630872862994,17.77796971191794,-22.636949520110615,0.8555604815483093,0.16400556550981127,0.8725577264653641,0.0022864223478696877,1,1.4362571294179793,9.86301119901557,1708.9774316675907,0.23858402579269838,-9.71873422848418,2.800619886001442,17.46753266746893,-22.947386564559626,-0.23182322084903717,0.07021816838938733,0.8268261964735516,0.0016775233108916598,1
3,91,0.152,0,129.32890416666666,44.333733333333335,129.33308801521304,44.3292973388808,0.0,0.0,,1.3638499689876595,12.690819526522125,5.843634830850444,5.249864975150384,0.0,0.0,25.572057099857425,-13.639945075726574,0.24671562761068344,0.1898422035761408,0.4134130982367758,1.0,0,1.3638499689876595,12.690819526522125,5.843634830850444,5.249864975150384,0.0,0.0,25.572057099857425,-13.639945075726574,0.24671562761068344,0.1898422035761408,0.4134130982367758,1.0,0,1.3638499689876595,12.690819526522125,5.843634830850444,5.249864975150384,0.0,0.0,25.572057099857425,-13.639945075726574,0.24671562761068344,0.1898422035761408,0.4134130982367758,1.0,0,1.3638499689876595,12.690819526522125,5.843634830850444,5.249864975150384,0.0,0.0,25.572057099857425,-13.639945075726574,0.24671562761068344,0.1898422035761408,0.4134130982367758,1.0,0
4,98,0.057,0,184.90638749999997,46.03223055555556,184.90589785396537,46.03253214263376,0.0,0.0,,0.39852997520116384,1.7927102981770437,125.00443789658601,0.16034203732725424,3.7646541336158776,3.09968097884817,18.10443441186414,-18.934889102559925,1.233594536781311,0.3420963464517791,0.939453125,0.0037591872969160445,1,0.3911266027697014,1.8222885839931084,139.08371377946972,0.15451797756793945,3.760914088557115,3.2611955427868793,17.63750355454551,-19.401819959878555,1.237289547920227,0.33988931781153076,0.9526038619075483,0.002649986560098183,1,0.3932369745914342,1.8206604586114923,159.3481050791116,0.14422996846846675,3.825693088379751,3.1789505948520684,17.295204651858484,-19.744118862565582,1.241613507270813,0.3459458143440419,0.9647599591419816,0.00201671520386304,1,0.4016888350481244,1.866820627238231,142.09488839025988,0.1566077908412297,3.8907665769391997,3.350183572987902,17.065503322847874,-19.97382019157619,1.240356683731079,0.3445459935289158,0.9553264604810997,0.0017040871245870282,1
5,133,0.244,0,160.7182208333333,58.03283611111111,160.7184727328502,58.03283584751362,0.0,0.0,,1.2763439345031755,1.8585729629594943,768.6850611947758,0.0670355835969311,-2.5858055983053134,0.0045430243373232315,19.25378650267627,-21.018372865641794,1.1744567155838013,0.4168056458438858,0.9311224489795918,0.003060885229117183,1,1.2200652598249797,1.872288511073124,1000.0749520646318,0.05920474260229114,-2.863968678976107,-0.6809332878676457,17.995142363248217,-22.277017005069847,1.1627262830734253,0.40207480344062296,0.9362745098039216,0.0008547314646987214,1,1.1517659083492497,1.8210795386018117,1324.6090786659977,0.050036284254851446,-2.8393460249218236,-1.0064609153052118,17.474154920570413,-22.79800444774765,1.2359392642974854,0.35945961437340035,0.9511472982975574,0.0004879409286719927,1,1.1480900271671335,1.9015948657246928,1133.4182790065827,0.056483667776934816,-2.92030690952339,-1.037880939207085,17.117612849995776,-23.154546518322288,1.1930878162384033,0.37818277608325845,0.9394463667820069,0.00033246363625927255,1
6,137,0.11829,multiple,161.15926666666664,57.81112222222222,161.15904465703096,57.81112346562081,multiple,multiple,,0.7609363330182152,0.8054923316000738,585.3604113517584,0.03329275513717729,0.46082632872753493,-0.9678212691642472,18.32810321001818,-20.325398331176313,1.014798879623413,0.12453796140659257,0.9979231568016614,0.0019076252589906861,1,0.6914420144072546,0.8608599590063957,786.8629828606971,0.03068901508097959,0.5542685877223903,-0.848706381714436,17.46844801641773,-21.185053524776762,1.0917805433273315,0.10534255789786073,0.9988412514484357,0.0008619736155807134,1,0.6473440325311115,0.9311352781532237,1057.3566308892875,0.02863531959596616,0.6890192582517329,-0.9834390891015659,17.01011406560886,-21.643387475585634,1.2493301630020142,0.11338119846408135,0.999137683242311,0.000584027480536764,1,0.6677515393885701,0.9389323745318107,868.3150027164974,0.03186366015765527,0.7028426174618971,-0.9630308481753218,16.65621344593217,-21.997288095262324,1.2721210718154907,0.10100100148718594,0.9989499474973749,0.00043291018845459384,1
7,142,0.436,0,162.3092458333333,58.46723055555556,162.3102210534981,58.46745037914659,0.0,0.0,,2.479735231112156,12.08248707397965,388.2513021010001,0.6131967984980786,-8.519655522313357,2.503028441825961,21.987753139338498,-19.589985307878116,-0.18985481560230255,0.4289046941317205,0.46994535519125685,0.03020019533873386,1,2.3026634611802193,12.223123267706262,700.1252988706559,0.46194929220149844,-8.728381907849766,2.2710433189260613,20.418842289337828,-21.158896157878786,-0.29773271083831787,0.41741915392524986,0.603030303030303,0.008717004978316512,1,1.932574329859368,11.669829852595672,1050.1879483059838,0.3601065401458898,-8.364653313699023,2.1556055466934936,19.79807567385363,-21.779662773362983,-0.26801788806915283,0.388405533007375,0.7656565656565657,0.0046101069976954845,1,2.064782215006759,11.648884391945298,738.3139515363281,0.4287101813573698,-8.32607788083834,2.2084794744147445,19.414341915382412,-22.163396531834202,-0.30566781759262085,0.3761387880584781,0.6752873563218391,0.003314709127178017,1
8,190,0.101,0,148.9884708333333,2.263463888888889,148.98824400167953,2.2637867302739596,0.0,0.0,,15.138174590920167,2.7273270257412814,316.99007964057455,0.15318434381221077,2.26169247401873,3.651920857317748,15.138174590920167,-23.268981600753925,-1.5304878950119019,0.6422116023117165,0.9323636363636364,0.0008775600120589644,0,1.0149731683968046,2.7273270257412814,316.99007964057455,0.15318434381221077,2.26169247401873,3.651920857317748,18.70394834076552,-19.59873955347919,-1.5304878950119019,0.6422116023117165,0.9323636363636364,0.013101235164452163,1,1.30250656083964,4.296994968954712,486.6662240881839,0.19478218896958527,0.03628222892579913,7.890641202100909,17.418420009814923,-20.88426788442979,-1.3735711574554443,0.6860799951306528,0.9289436286120322,0.04950047920840406,1,1.0272105149638824,3.0406815922443613,310.99608540737097,0.1724223197491173,2.109392721553874,4.5184212109148945,18.462055154932855,-19.840632739311857,-1.5409356355667114,0.6337613157792185,0.9236471460340994,0.01767777571409035,1
9,196,0.34,0,150.11507083333333,2.6940333333333335,150.11524250351422,2.693867309388243,0.0,0.0,,1.72127403066105,4.24236224989739,166.91960064665886,0.3283628989047217,-3.406205142393631,-3.3975625937873275,22.460275682321146,-18.55824477363328,0.11723292618989944,0.23717837258386743,0.45794392523364486,0.01582767915151806,1,1.4720888397772436,4.419028475717878,219.9594737493355,0.2979582838010117,-3.554497911674062,-3.448190179462273,21.732179940608784,-19.286340515345643,0.22024235129356384,0.11544058450359829,0.7021276595744681,0.009051612643922513,1,1.4578320674563308,4.220128705183673,238.6794289620449,0.27316069007050353,-3.507972917863711,-3.2644074216789107,21.56418150247111,-19.454338953483315,0.06617351621389389,0.12914915581643394,0.7254901960784313,0.007784342403433064,1,1.3935702536012697,4.292847466463784,184.07955959164246,0.31640451642811906,-3.4696047262171845,-3.390693974828068,21.31793445159197,-19.700586004362457,0.1911005675792694,0.1133147271126086,0.5,0.005864934190356386,1
