ra dec type modelMag_g modelMag_r modelMag_i modelMag_z z zErr idnum
333.871651639407 0.543374380205788 6 24.36345 22.88593 22.14904 21.53815 nan nan 080735
333.871551382239 0.544694717669247 3 22.73528 21.63122 22.02805 21.12769 0.369922 0.086366 080735
333.876269533713 0.54127670307743 6 24.84991 22.76757 24.18048 23.21418 nan nan 080735
333.880110706749 0.544182063531832 6 21.60036 20.87853 20.61039 20.41224 nan nan 080735
333.881630278037 0.541698359136967 6 23.31812 22.61394 22.34627 21.72389 nan nan 080735
333.514711289981 1.10994330238081 3 24.1033 22.1166 21.37665 21.57304 0.455754 0.101684 080762
333.509088420149 1.1119336407603 6 21.26881 19.84107 18.64506 17.97632 nan nan 080762
333.518774412208 1.10441893163674 6 25.65331 24.35736 23.39964 21.86135 nan nan 080762
333.514024913231 1.10263574173791 6 23.7752 22.974 21.98374 21.46173 nan nan 080762
333.525389348939 1.11249854667294 3 21.18797 20.61575 20.3577 19.90005 0.324182 0.105586 080762
333.522123019156 1.10606775237783 6 15.04648 15.22015 15.99448 12.63206 nan nan 080762
333.521485832156 1.11073800954337 6 24.74724 25.35138 22.66798 22.03893 nan nan 080762
333.5226950473 1.10585545445842 3 13.45545 12.67761 12.74726 14.2018 0.300745 0.038291 080762
333.523347970495 1.11248983760938 6 19.57223 18.66946 18.31956 18.14953 nan nan 080762
333.523926648139 1.10563500547013 3 26.1955 17.55905 16.80317 22.95718 -9999.0 -9999.0 080762
333.520150046534 1.11177968467688 3 21.67187 20.29541 19.69581 19.37613 0.328027 0.075039 080762
333.520306786272 1.10832645638444 6 24.79261 24.65036 21.86012 20.45346 nan nan 080762
333.520533386008 1.1010999646111 3 23.87287 22.75834 21.76689 21.34397 0.655033 0.063053 080762
333.618998224221 -0.0659493597165889 6 23.33692 22.76451 22.47703 22.16369 nan nan 090022
333.630776869717 -0.0657145212823125 3 22.69067 21.28153 20.69749 20.44905 0.376909 0.095021 090022
333.63170504668 -0.0617578437104615 6 21.99503 21.55422 21.15918 20.86846 nan nan 090022
333.625174556161 -0.0642559248852333 6 23.72281 23.12632 22.26364 21.61386 nan nan 090022
333.617254225281 -0.0723845527000152 3 23.34414 22.95701 21.77784 22.00645 0.579211 0.149697 090022
333.617127803299 -0.0747889646908051 3 22.54941 21.54723 21.24232 21.34971 0.548653 0.129271 090022
333.627717946006 -0.0711551319671678 3 24.01086 22.87836 22.19998 22.85246 0.442729 0.133549 090022
333.62811269294 -0.064814141711562 6 25.32013 24.17204 22.65421 22.78892 nan nan 090022
333.628474294018 -0.0678676543293571 6 24.30941 23.74601 22.44362 21.60495 nan nan 090022
333.62781041956 -0.0661364316038711 6 19.29862 18.56166 18.27753 18.11255 nan nan 090022
131.055394202893 43.299959593036 3 22.91298 21.58822 20.99954 20.73339 0.446998 0.099558 090034
131.070322580498 43.3068051469748 3 21.30278 20.29246 19.77852 19.40301 0.316967 0.110588 090034
131.069602175679 43.3025434764284 6 18.74523 17.27954 16.5791 16.17091 nan nan 090034
131.068524984153 43.3138809252437 3 24.82736 23.07679 24.59933 22.93192 0.15742 0.091586 090034
131.060450608444 43.3085258599528 3 18.08212 17.07443 16.66025 16.32399 0.105226 0.009072 090034
131.063315642563 43.308419161812 3 16.39902 16.06611 15.92081 15.83143 0.024913 0.007694 090034
131.065101303258 43.3110529653947 6 24.49039 24.44291 24.07947 23.10431 nan nan 090034
131.065344040241 43.30712705893 6 22.91845 24.0649 24.36326 22.82704 nan nan 090034
131.065871975823 43.3079100991173 6 21.0743 21.66906 22.05194 22.82715 nan nan 090034
131.074412868277 43.3153491655152 3 22.7832 21.79868 21.81186 21.8894 0.394491 0.084361 090034
131.064567392441 43.3056124256409 3 19.94269 19.0906 18.72494 18.33607 0.263755 0.036192 090034
131.06453356642 43.300815362848 6 25.74521 24.33006 25.2044 23.21528 nan nan 090034
131.072186318346 43.3065605966709 3 22.89218 21.45918 21.06029 20.57677 0.438935 0.086105 090034
130.00905935272 43.4224916495755 3 22.77959 22.0685 21.46634 20.85172 0.599539 0.187769 090037
130.015800212643 43.4212913712283 3 20.13905 19.42413 19.03739 18.76547 0.177836 0.04331 090037
130.02562113567 43.4220403103447 3 25.03738 22.73652 21.64003 20.72091 0.81342 0.050985 090037
130.022107962063 43.4291313031436 6 23.18391 21.33323 19.71338 18.82309 nan nan 090037
130.023903985715 43.4169158849135 3 18.44298 17.5057 17.07472 16.7494 0.121247 0.022061 090037
130.016810976677 43.4146196021277 3 22.22657 20.4715 19.69921 21.70967 -9999.0 -9999.0 090037
353.327066475222 -0.957699846994477 3 23.69001 21.76583 21.33279 20.7798 0.393168 0.058063 090201
333.586240972275 -0.318245310906811 3 23.08521 21.4055 20.63567 20.4745 0.436377 0.057702 091034
333.582898885802 -0.317753456702201 3 20.56704 19.83635 19.5611 19.31255 0.266293 0.044834 091034
333.583701522075 -0.314996238136685 6 20.86367 19.33434 18.00559 17.27348 nan nan 091034
333.584537185966 -0.316703723474691 3 20.3691 19.90368 19.78908 19.82983 0.173509 0.093982 091034
333.590462842438 -0.31940071184752 3 23.27193 22.554 21.73766 21.38672 0.827349 0.074489 091034
351.900155564211 -1.76299604380085 3 21.71111 20.14662 19.51037 19.23219 0.346064 0.063941 091869
351.90351823457 -1.75802816109156 3 22.00484 20.88092 20.40318 19.85661 0.402655 0.09629 091869
351.903681261601 -1.77043752535182 6 26.20076 22.68783 23.42425 22.45107 nan nan 091869
351.908093471652 -1.76291454691682 3 21.47497 20.20087 19.43256 19.26646 0.505823 0.073859 091869
351.909624216222 -1.76699782907154 3 22.60882 21.60561 20.8759 21.23952 0.467959 0.150082 091869
353.293423954353 -1.23524231584617 6 23.05013 21.6074 20.35158 19.62976 -1.0 -999.0 100014
131.671537232862 44.0104168783571 3 21.77798 21.34946 21.08649 20.56227 0.336423 0.213304 100020
131.675738620598 44.0075824925019 3 21.93661 21.23645 20.85486 20.22692 0.483363 0.149424 100020
131.687132176726 43.9996289430845 6 24.99642 23.67213 22.56851 21.01859 nan nan 100020
131.688381881918 44.000877686955 6 18.16128 17.67235 17.48893 17.43436 nan nan 100020
131.679748664804 43.9983938895489 6 17.74061 17.21691 17.00968 16.90271 nan nan 100020
131.6841461463 44.0082826192205 6 20.51769 19.03924 18.06853 17.49798 nan nan 100020
131.690765522142 44.0035561211222 3 22.8482 23.40472 23.0173 22.69996 0.782205 0.223596 100020
131.690028610969 43.9997193724718 3 23.11225 22.04448 21.48903 21.27938 0.49556 0.096152 100020
131.81726378823 43.4081277596469 3 22.43616 21.89978 21.0373 22.68505 -9999.0 -9999.0 100090
131.819453685459 43.4080645353784 6 24.04451 22.89861 22.53064 22.27904 nan nan 100090
131.820321421064 43.4063161230869 3 20.35909 19.20711 18.72439 18.53172 0.297392 0.060754 100090
131.821429373392 43.4025539436693 3 22.0338 21.07918 20.69481 20.18579 0.391543 0.121491 100090
131.823150365872 43.4086684046476 6 24.26057 23.14542 22.29856 23.09077 nan nan 100090
131.828168141818 43.4079858740585 3 20.14176 19.58537 19.27388 19.44598 0.157844 0.042782 100090
131.826007654964 43.4090077091173 6 24.01062 23.98885 22.336 23.06145 nan nan 100090
131.833277578375 43.4076008016778 3 23.99649 22.38096 22.26588 23.17145 0.877263 0.125236 100090
131.832936482024 43.4065300251741 3 23.27172 22.40545 21.79853 21.55381 0.585425 0.149744 100090
131.824677858353 43.4019786178299 6 24.42912 25.77847 24.68255 22.92007 nan nan 100090
131.837306374693 43.4089713114795 3 22.75982 21.61926 21.64032 21.40576 0.253846 0.090717 100090
132.13998010231 43.9929468492983 6 23.36297 24.44655 24.0501 22.11349 nan nan 100101
132.140872383845 43.9843020663072 3 21.78931 19.98999 19.27908 18.88589 0.40596 0.025248 100101
132.136680934645 43.9810086067597 6 24.79708 23.29063 22.25479 21.92715 nan nan 100101
132.143183017766 43.9924857822363 6 24.04314 23.42689 21.86308 21.15429 nan nan 100101
132.143798200734 43.9892650760994 6 24.71301 22.54087 21.48891 20.68713 nan nan 100101
35.4360715714445 -5.1478789899324 3 24.10987 24.96129 21.96526 22.1385 -9999.0 -9999.0 100163
35.4363028262198 -5.15142536055499 6 24.10793 22.72445 23.67029 22.8848 nan nan 100163
35.4458241019181 -5.15299646683751 6 24.74128 22.87244 24.09531 23.3656 nan nan 100163
35.4480667487744 -5.15303761397581 3 23.77395 21.80267 21.46772 21.15148 0.297316 0.054746 100163
35.435319106493 -5.15281615534698 3 22.72914 22.25289 21.93993 21.30347 0.669346 0.158946 100163
35.4426195553288 -5.15175030884517 3 22.47708 21.35621 21.206 20.96499 0.365803 0.152013 100163
35.4448708772563 -5.15488597237148 3 22.22411 21.15925 20.87201 20.38374 0.46595 0.073656 100163
35.720347636953 -3.40568852558589 3 20.47686 19.68406 19.47528 19.14148 0.27356 0.050688 100170
35.7137970325166 -3.40533071896975 3 17.42006 16.89366 16.54996 16.33987 0.066562 0.014323 100170
35.7132196108394 -3.39708549476938 6 17.98303 16.55048 15.70851 15.25807 nan nan 100170
35.7116322065837 -3.40257428855247 6 19.1932 17.72655 16.34521 15.59964 nan nan 100170
35.709856422555 -3.40965953220643 3 21.56493 20.98189 20.80631 20.28115 0.247985 0.126105 100170
35.7085405051447 -3.399619826048 3 22.68944 22.56249 22.82833 21.84536 0.256279 0.147771 100170
35.7077352645186 -3.40594857182681 3 21.03047 20.12245 19.70325 19.73245 0.337951 0.111373 100170
35.7165287907693 -3.40350068182272 3 23.42731 24.54793 23.36262 22.4811 0.82891 0.203681 100170
35.7127483178055 -3.41035405349229 6 23.06042 22.26354 21.75298 21.13482 nan nan 100170
352.440298746288 0.593284501483035 3 21.49465 20.62763 20.31765 20.22174 0.407159 0.095122 100358
352.44887845419 0.582205021954063 3 22.4661 22.8759 22.27122 22.18109 0.737292 0.148911 100358
352.44957750642 0.584979797486191 3 22.83104 21.6867 21.53505 21.82453 0.447665 0.112744 100358
352.446717810873 0.590101596550399 3 23.82149 22.71538 21.82265 22.07628 0.51787 0.106743 100358
352.444255089137 0.589404500910325 3 22.0029 21.64613 20.09871 20.12444 0.736193 0.107787 100358
352.451532845201 0.58605843394724 3 23.24453 22.0315 21.94128 22.15154 0.52302 0.114747 100358
353.37985207677 0.136436552430493 6 20.60707 20.47784 20.30952 20.32059 nan nan 110024
353.377957445302 0.132817983699174 6 24.9636 22.86092 24.02589 22.62186 nan nan 110024
353.37596197885 0.137736682107168 3 23.74275 22.82855 22.12153 21.33793 0.67527 0.117164 110024
353.376173969621 0.132796243578764 3 23.99777 22.31366 23.79438 21.43412 -9999.0 -9999.0 110024
353.376002312434 0.135984928350375 3 22.52892 21.76909 20.9883 20.74986 0.556498 0.169384 110024
351.437922775839 0.395390000694045 3 22.41063 21.43981 21.03617 20.73474 0.413832 0.124813 110030
351.445408631888 0.396180201418833 3 19.66871 18.64397 18.12716 17.74758 0.145514 0.028371 110030
351.444764175744 0.399904658974891 6 20.52114 19.14041 18.43591 17.98928 nan nan 110030
351.451643640274 0.400836496610076 6 25.74902 23.5425 22.46324 21.42218 nan nan 110030
351.443267914069 0.397111629099703 6 24.33957 23.23362 23.12307 22.0901 nan nan 110030
351.444010791801 0.389602871459813 3 22.90263 21.38563 20.71165 19.89977 0.518248 0.075054 110030
351.447390093226 0.399240752455412 6 22.01069 21.42383 21.2149 20.67759 nan nan 110030
351.448187605204 0.389099766216212 3 23.68565 23.2137 22.17371 21.86275 0.800669 0.059621 110030
351.978667988814 0.342455751751452 3 22.06241 21.36708 21.00627 20.40226 0.347861 0.146366 110031
351.983164374752 0.339286236547911 3 23.04943 22.07272 21.74918 21.31326 0.48437 0.142853 110031
351.982779615454 0.332204975381972 6 17.57226 16.91084 16.6656 16.53041 nan nan 110031
351.991053698191 0.33125088614979 3 23.0182 22.20148 22.26801 22.9108 0.008237 0.066125 110031
351.986669694109 0.332095574106276 3 25.0078 22.77432 21.54045 21.99647 0.601359 0.103123 110031
351.985715623228 0.331292750715379 3 22.2088 22.79648 22.39319 22.82689 -9999.0 -9999.0 110031
351.985158466945 0.343938791901668 6 24.24175 22.35759 21.35114 20.58247 nan nan 110031
351.987628617884 0.342451151247483 6 20.4794 20.53346 20.60511 20.61059 nan nan 110031
34.8982668339137 -3.53485745244658 3 25.07067 22.14427 21.36493 22.03899 0.383425 0.112387 110033
34.902386884095 -3.52367815325585 3 23.23608 21.97383 21.5287 22.46189 -9999.0 -9999.0 110033
34.903842003558 -3.53655552278173 3 26.11049 22.26792 25.24475 22.485 -9999.0 -9999.0 110033
34.9041477567725 -3.52995976207579 3 20.42409 19.84121 19.53781 19.35678 0.164844 0.043752 110033
34.9066666801886 -3.52453811132678 6 17.99704 17.28606 16.99332 16.83075 nan nan 110033
34.9094591101509 -3.53058587463237 3 23.29389 21.63223 21.51468 20.83737 0.438963 0.083992 110033
34.9065228451849 -3.53290615928237 3 23.1888 22.56034 21.92376 21.56079 0.736298 0.09449 110033
34.9057459850369 -3.52492854592396 3 19.84401 19.04002 18.84664 18.52684 0.295968 0.036776 110033
34.9052478839091 -3.52276562256428 3 21.39138 20.29041 19.87374 19.4929 0.322193 0.098541 110033
34.9007460460495 -3.53713664438329 3 24.45216 25.35903 24.07902 21.63659 -9999.0 -9999.0 110033
34.9006325752868 -3.53426113187115 3 23.39825 22.0893 21.78631 21.86967 0.388585 0.120347 110033
34.8952582384212 -3.5274484478813 6 22.80632 24.07683 23.45274 21.89908 nan nan 110033
34.9091701049476 -3.53512022655454 3 24.9368 22.3045 20.97328 20.33889 0.938553 0.040153 110033
34.8970306468051 -3.53324536123117 6 21.60687 21.34985 21.20939 21.31047 nan nan 110033
334.456761697543 1.04943647953757 3 24.51844 23.42817 21.85113 22.18222 0.526587 0.108763 110034
334.457486714175 1.04066689479488 3 23.17208 23.304 21.51147 20.46297 0.552815 0.129058 110034
334.456480679841 1.04293668014617 6 26.0102 24.62818 25.15898 23.1558 nan nan 110034
334.468571814789 1.04083932292208 3 25.1206 23.92743 21.93289 21.98931 0.813455 0.088485 110034
334.458106946072 1.03749039570926 6 23.77896 22.20537 21.68831 20.97889 nan nan 110034
334.458145418663 1.04471592159756 6 24.09152 24.11161 24.72529 22.60634 nan nan 110034
334.463910032638 1.0411886274852 3 19.61838 18.8513 18.4461 18.17743 0.166235 0.035459 110034
334.463784469854 1.03689777358362 6 15.28619 14.77885 14.59669 14.52413 nan nan 110034
334.467643603965 1.04845598735078 6 25.53892 24.09381 22.51315 23.30199 nan nan 110034
334.46724656128 1.04964007815463 6 20.64072 20.23966 19.8842 19.46727 nan nan 110034
334.460788594897 1.03573173001137 6 24.65797 24.26286 23.62538 22.32874 nan nan 110034
334.461690845959 1.0448054650087 3 24.56703 22.42665 21.72949 21.13498 0.399555 0.044325 110034
334.461424414517 1.04250899411967 3 22.62447 21.17051 20.65919 20.35423 0.364624 0.091724 110034
334.371738187255 1.25412761988109 6 25.97567 24.74009 25.06581 22.05179 nan nan 110036
334.373209361798 1.25116143755995 6 20.59868 19.11457 17.71575 16.98207 nan nan 110036
334.374224626915 1.26347503710414 6 23.35051 22.13293 21.5349 20.74637 nan nan 110036
334.376858022192 1.25865712214045 6 23.82397 22.14635 21.59332 21.12625 nan nan 110036
334.379654085381 1.25056193865973 3 22.43955 21.79021 21.12591 21.67299 0.626345 0.156718 110036
334.379411183955 1.25561776395358 3 20.83195 20.29929 20.05165 19.76887 0.185324 0.053168 110036
334.381931532363 1.26267682777771 3 22.44201 21.69876 21.25044 21.0168 0.362709 0.161509 110036
36.748012181875 -5.26642637016153 3 21.06591 19.7586 19.28822 18.95919 0.276701 0.057886 110058
36.7466879127595 -5.27404684242509 3 22.43199 22.03449 20.99216 21.40459 0.395628 0.153463 110058
36.7437491588255 -5.27168667056538 3 22.42906 21.22193 20.65258 20.02688 0.465442 0.103221 110058
36.7417664404952 -5.26847684394995 3 22.0915 21.72113 21.57091 20.69108 0.557859 0.170314 110058
36.7367804005552 -5.26992709433713 3 22.56985 21.80438 20.94726 21.79463 0.274141 0.134065 110058
36.7363719775599 -5.26276500915281 3 22.87886 23.08775 21.4157 23.58782 0.84656 0.133052 110058
36.7356344416412 -5.26007531675553 3 25.47592 23.866 21.55235 21.99845 0.65293 0.101298 110058
36.7462833358203 -5.26300564170103 3 21.67271 20.80038 20.43356 20.26244 0.331648 0.116888 110058
36.7444714973383 -5.27573136905188 3 21.98805 21.167 20.7502 21.07371 0.43852 0.14144 110058
36.7348719021048 -5.26739463232603 6 25.49113 24.65808 22.88235 21.96978 nan nan 110058
132.015853983524 44.4528549967744 3 23.03754 21.00576 20.40821 19.91498 0.409881 0.035624 110425
132.021752802188 44.4458186653895 6 23.62321 24.3919 24.27514 22.48829 nan nan 110425
130.006602260353 44.8933409601256 3 24.35954 22.54118 21.95536 21.6844 0.433029 0.060372 110426
130.009625334965 44.8883938543527 3 23.67295 21.25307 19.93317 19.40261 0.7075 0.038605 110426
130.007394944458 44.900905737153 3 23.98342 21.84699 20.77066 20.76874 0.508982 0.042887 110426
130.009753506787 44.8998004355075 3 22.60404 21.0984 20.19248 19.8869 0.496475 0.053409 110426
130.02095443271 44.8937516682034 6 25.56533 24.76765 22.18965 22.99848 nan nan 110426
130.023045757935 44.8972621637971 3 20.7026 20.04918 19.83615 19.3672 0.292813 0.054253 110426
130.023979821518 44.9019793578872 6 15.2614 15.02621 14.91845 14.90275 nan nan 110426
132.257561108199 44.8583298428254 3 22.69742 21.598 21.66025 21.65022 0.407427 0.084297 110430
132.260309277225 44.8622765058113 6 19.96093 19.07533 18.73481 18.531 nan nan 110430
132.259425534578 44.8721543171762 6 14.72698 14.3479 14.20896 14.15562 nan nan 110430
132.259347268118 44.8695678230919 3 23.07945 21.56955 20.8146 20.82078 0.475969 0.090995 110430
132.239536205494 44.8595517903202 3 22.82339 21.99736 21.20955 20.58819 0.732623 0.112682 110430
132.243937681826 44.8712198027907 3 22.15879 21.03461 20.75525 20.82237 0.364799 0.113581 110430
132.243189962398 44.857715322587 3 20.90413 20.21952 19.85693 19.48343 0.204523 0.087106 110430
132.2476069812 44.858022786399 3 19.13161 18.73648 18.47288 18.27089 0.068048 0.027174 110430
132.240349801559 44.8695527894479 6 25.28908 25.53958 24.74755 20.86091 nan nan 110430
131.346417914436 44.0673376894314 6 22.6061 21.10925 20.49273 20.06414 nan nan 110431
131.352523375536 44.0610438523896 3 22.67156 22.06125 21.96667 21.31385 0.580873 0.152502 110431
131.35451233088 44.0524151838967 6 23.14511 23.51978 23.46556 22.58482 nan nan 110431
131.355805143608 44.0595481915017 3 20.5531 19.30599 18.79364 18.39196 0.255011 0.058209 110431
131.358700363206 44.0574528389638 3 23.35226 21.51911 20.62436 20.20453 0.509506 0.03631 110431
131.356332801141 44.0582089695335 6 22.14593 20.69254 19.16173 18.46493 nan nan 110431
131.365915654026 44.0628200942023 6 22.56878 21.35581 20.13138 19.52722 nan nan 110431
131.366719655381 44.05595220866 6 20.87753 19.50588 18.75325 18.42412 nan nan 110431
150.188073301127 2.02451013247077 3 23.31978 22.1857 22.34251 23.41236 0.593773 0.078477 110468
150.190268542391 2.02317449856961 3 21.41367 21.16751 20.92709 22.13711 0.711714 0.070715 110468
150.195919072352 2.01752865774448 6 23.37344 22.32411 20.77973 20.36423 nan nan 110468
150.182823146712 2.02934024768997 3 20.0118 18.6067 18.13035 18.14294 0.228213 0.0575 110468
150.184962416251 2.02857218064983 6 20.52021 19.86843 19.81942 20.04202 nan nan 110468
150.196646537775 2.02337143160379 3 24.06229 22.29916 21.79082 21.38529 0.438954 0.061874 110468
129.192204809973 44.5519124868963 3 23.5221 22.59096 22.387 21.72456 0.47887 0.124158 110484
129.194658607248 44.5568365453091 6 22.60804 23.55246 22.5694 21.71512 nan nan 110484
131.825509316754 45.3025008371172 3 23.16781 22.43793 21.61978 21.72865 0.454765 0.17414 110542
131.827544319924 45.2936163415494 3 23.78742 22.33511 21.21106 20.91861 0.610215 0.053042 110542
131.815023604748 45.2904147863314 6 22.18034 20.80169 20.23773 19.86909 nan nan 110542
131.81172193636 45.2916075303461 3 21.89546 20.99093 20.47138 19.74432 0.508297 0.152293 110542
131.812736063279 45.2904008284233 6 18.02401 17.69019 17.53177 17.52479 nan nan 110542
131.81947839064 45.2978268113234 3 22.0661 21.34079 20.94271 20.38738 0.314477 0.156858 110542
131.825542836883 45.2919544630699 3 23.48875 21.86115 20.95196 20.61024 0.517478 0.049666 110542
131.820406563626 45.2962276875293 6 25.4743 24.31115 22.0538 22.04058 nan nan 110542
131.829411973764 45.3052001495813 3 22.74993 22.35056 22.14293 21.03725 0.534852 0.161999 110542
128.987297111868 43.4863386658868 3 22.13085 20.5023 20.08932 19.75699 0.36203 0.053256 110716
128.980094744946 43.4902659434972 6 25.3839 25.12668 24.44195 22.85293 nan nan 110716
128.978288247378 43.4894822789889 3 21.39455 20.69495 20.45801 19.91618 0.294059 0.09707 110716
128.978795793112 43.4968204700418 3 19.64191 17.91912 17.36501 17.08173 0.301731 0.019673 110716
128.976108129717 43.4982758392963 3 22.91103 23.2737 23.06493 20.52903 -9999.0 -9999.0 110716
128.976352250115 43.4886700011737 3 22.08985 21.1576 20.85967 20.26836 0.386867 0.108273 110716
128.99570142677 43.4963870427957 3 22.11918 20.41257 19.70714 19.3183 0.429192 0.038638 110716
128.991536160941 43.4903325291663 3 20.80136 19.09462 18.50266 18.22281 0.337539 0.019704 110716
128.991184023622 43.4990682940928 3 27.29652 26.94613 23.13756 24.70208 -9999.0 -9999.0 110716
128.991884937581 43.4925815465978 3 24.77469 21.38038 21.12136 21.84672 0.171463 0.109886 110716
128.987153019738 43.4950191204203 6 23.74133 21.76136 21.50529 22.63062 nan nan 110716
128.985720102486 43.4943428581757 6 23.56443 21.78625 21.07683 20.78268 nan nan 110716
128.985295443904 43.4997085789987 6 25.06915 23.02825 22.1734 22.06528 nan nan 110716
129.918051769179 43.9721435756746 3 23.20903 22.03146 21.82457 21.22746 0.511238 0.081082 110719
129.913471699834 43.9589615568587 3 22.09441 21.44389 21.21284 21.00588 0.330224 0.109957 110719
129.923506346085 43.9587046868351 3 23.47203 22.04587 21.41033 21.34383 0.490293 0.082845 110719
129.922911675311 43.9643893267462 3 22.0278 20.61168 19.58707 19.78259 0.501349 0.118183 110719
129.911739083313 43.9571931795219 6 23.722 22.63576 22.7352 21.62301 nan nan 110719
129.912433635253 43.9637049255374 3 21.01226 20.45716 20.21945 20.15726 0.239005 0.093334 110719
129.916899951202 43.9581560266702 6 21.01944 19.43332 18.18254 17.51141 nan nan 110719
129.921398965782 43.9717375584051 6 21.82217 21.76051 21.52901 23.3849 nan nan 110719
129.920475695258 43.9665003398139 6 22.08054 21.76393 21.6959 21.56859 nan nan 110719
130.209825813038 44.1114116777309 3 22.96532 21.41 20.42712 19.84686 0.543914 0.036012 110721
130.223016184359 44.1091429968392 6 23.19434 21.90504 21.18097 20.9095 nan nan 110721
130.21129106332 44.1060092063251 3 24.1616 23.922 21.407 21.70046 0.895472 0.128335 110721
130.213006439147 44.1067386984675 3 22.6064 21.3953 20.78181 20.24363 0.485615 0.100566 110721
130.224050573707 44.1120885835715 3 24.19199 22.48188 21.32384 21.30073 0.587715 0.054158 110721
130.219860851407 44.1178038987017 3 23.18696 21.7126 20.69481 19.9208 0.584836 0.053943 110721
130.21761118302 44.1173604635592 3 24.311 22.70774 21.76444 21.90348 0.523234 0.082945 110721
130.212166299695 44.1163416540485 6 23.63703 22.55444 23.4854 22.25014 nan nan 110721
130.214528747175 44.1133871256785 3 22.58303 21.1598 20.06381 19.62831 0.608388 0.050717 110721
130.210953573415 44.1079569680377 3 22.22198 20.99067 20.29479 19.85968 0.466437 0.095262 110721
130.216075141775 44.1144049966454 3 22.79691 21.45039 20.57114 20.14618 0.518816 0.061621 110721
130.215692695735 44.1066761053133 3 26.13228 23.38732 21.91156 21.01825 -9999.0 -9999.0 110721
130.220523924052 44.1126217305351 3 24.97327 22.21577 20.99494 19.87641 0.988754 0.053895 110721
131.068837195706 45.3441380195448 3 21.708 19.93414 19.28972 18.89184 0.376881 0.026778 110734
131.072997197681 45.3511637485869 3 22.789 22.03626 21.40403 21.40207 0.667205 0.12599 110734
131.077920787774 45.3440229279195 6 22.42805 20.95105 19.18636 18.20926 nan nan 110734
131.071416259209 45.3493607697811 3 24.98478 21.9606 20.9333 20.37672 0.636902 0.033696 110734
131.06729528745 45.350720726453 3 23.77025 22.63259 22.02029 21.19264 0.532714 0.102222 110734
131.060496172274 45.3446331171118 3 22.57069 21.68538 20.962 20.52539 0.618916 0.084802 110734
131.057157093882 45.3377444758067 6 22.60845 21.1055 20.09896 19.52035 nan nan 110734
131.076820099561 45.3394002142329 6 25.1802 25.41883 22.31741 23.7717 nan nan 110734
162.108812513507 57.1526902284225 3 23.40474 22.25459 22.4365 21.69739 0.468681 0.073346 120031
162.1128400376 57.1453159432815 6 24.53452 24.06614 23.67642 23.31457 nan nan 120031
162.12228542621 57.1589824474571 6 22.95062 22.81322 22.82578 22.7982 nan nan 120031
162.118702184885 57.1469522541412 3 24.50859 25.0688 21.81084 21.32143 0.82667 0.127006 120031
162.128295519864 57.1502492459343 3 23.76308 21.73809 20.70693 20.01724 0.634222 0.038092 120031
162.112554128239 57.1602584263286 3 22.97725 22.11949 22.4772 22.24907 0.488944 0.087155 120031
148.789698828781 1.7382316700747 6 24.32006 22.30654 21.41085 20.73321 nan nan 120044
148.789006998118 1.73071023678483 6 22.52449 22.6596 22.97754 21.06054 nan nan 120044
148.792857387639 1.73293432069642 3 23.16937 22.77399 21.41103 21.81524 0.452646 0.134359 120044
148.793901731547 1.7287065725543 6 22.69242 22.27183 22.19045 22.21086 nan nan 120044
148.798813445649 1.73305634541518 6 21.90363 21.34151 21.14156 20.72526 nan nan 120044
148.795836576195 1.72773051612958 3 24.35995 23.09196 21.99977 20.98428 -9999.0 -9999.0 120044
148.797423331081 1.72897575891609 6 18.70836 17.87173 17.56886 17.38008 nan nan 120044
164.079342993618 57.6679805576733 3 25.14676 24.06548 25.26168 22.21258 -9999.0 -9999.0 120067
164.082379471564 57.6678461927795 3 23.16658 21.94369 21.44968 21.58324 0.393273 0.087392 120067
164.092985278058 57.6704430689568 6 25.79927 24.73409 23.52307 22.81082 nan nan 120067
164.098395028844 57.6726812254344 6 23.13461 22.492 22.0031 21.92369 nan nan 120067
164.101309620821 57.672168510498 6 25.48471 24.15417 24.81253 23.08676 nan nan 120067
164.077336918523 57.6705053932743 3 23.51809 22.73569 21.92846 22.43504 0.742041 0.155735 120067
164.077102396169 57.6688867014741 6 22.02865 20.70247 19.90392 19.48287 nan nan 120067
164.078700551546 57.6662354320764 3 22.3524 21.52061 21.35594 20.82761 0.39059 0.107077 120067
164.072327235108 57.6634313514072 3 24.70722 23.36989 22.26402 21.14609 0.866261 0.083623 120067
164.084765374153 57.6639604984879 3 23.87142 23.3478 21.72909 21.06226 0.600574 0.105728 120067
164.088041455583 57.6665042883211 3 24.20698 23.21152 21.95188 22.32821 0.580559 0.118505 120067
164.088020224257 57.6624553163705 6 23.1425 22.94908 22.90988 22.0733 nan nan 120067
150.47089900413 2.04268412848657 3 21.89628 20.55065 20.13443 19.86909 0.393134 0.073757 120085
150.470704400619 2.04152208475355 3 22.96511 21.36983 20.68605 20.25717 0.413751 0.072556 120085
150.462713309845 2.04576334184241 3 22.55029 20.92592 20.14693 20.22613 0.439076 0.083682 120085
150.469693809139 2.04249480629259 3 22.65653 21.11838 20.48572 20.29279 0.389725 0.083746 120085
150.464913289977 2.04815899897911 3 22.54208 22.03059 22.16634 21.65946 0.315573 0.14759 120085
150.4730074855 2.03687192894579 3 23.96924 21.89735 21.68162 21.98952 0.385795 0.101979 120085
150.476792772237 2.03505169516049 3 23.26276 22.52662 21.04323 21.29999 0.635937 0.110113 120085
