,ID,hostRa,hostDec,offby,hectoZ,redshift_dif,KronRad (kpc)_3,separation (kpc)_3,area (kpc^2)_3,sep/sqrt(area) (kpc)_3,x_3,y_3,KronMag_3,Abs. Mag_3,Angle_3,Ellipticity_3,RA_3,DEC_3,Discrepency (arcsecs)_3,pixelRank_3,redshift_3,chanceCoincidence_3,host_found_3,KronRad (kpc)_4,separation (kpc)_4,area (kpc^2)_4,sep/sqrt(area) (kpc)_4,x_4,y_4,KronMag_4,Abs. Mag_4,Angle_4,Ellipticity_4,RA_4,DEC_4,Discrepency (arcsecs)_4,pixelRank_4,redshift_4,chanceCoincidence_4,host_found_4,KronRad (kpc)_5,separation (kpc)_5,area (kpc^2)_5,sep/sqrt(area) (kpc)_5,x_5,y_5,KronMag_5,Abs. Mag_5,Angle_5,Ellipticity_5,RA_5,DEC_5,Discrepency (arcsecs)_5,pixelRank_5,redshift_5,chanceCoincidence_5,host_found_5,KronRad (kpc)_6,separation (kpc)_6,area (kpc^2)_6,sep/sqrt(area) (kpc)_6,x_6,y_6,KronMag_6,Abs. Mag_6,Angle_6,Ellipticity_6,RA_6,DEC_6,Discrepency (arcsecs)_6,pixelRank_6,redshift_6,chanceCoincidence_6,host_found_6
0,6,0.0,0.0,,0,-1.0,1.6345380265710951,0.85491151506994,111.88689455919189,0.08082236541552007,0.28360453036297884,-0.8542344764578047,21.454509614498708,-18.692715949588898,-1.3084121942520142,0.29429968905609993,53.3664277644127,-28.371581581035528,-28.371581581035528,0.9758064516129032,0.2308,0.010443775756003748,1,1.643679624897506,0.9300791305838559,171.43959650198755,0.0710336828146384,0.2934703620606314,-0.9342117772344096,20.234129622424565,-19.91309594166304,-1.2968113422393799,0.2909853275903228,53.36642699949887,-28.371587135915906,-28.371587135915906,0.9736842105263158,0.2308,0.00404621724781784,1,1.5076956026237929,0.9978318930058364,238.21080777118271,0.06465120888484104,0.31677500170712847,-1.001658269218055,19.70714121533659,-20.440084348751014,-1.2633311748504639,0.2947237762450614,53.36642517186196,-28.37159182275923,-28.37159182275923,0.9772727272727273,0.2308,0.002538227352028688,1,1.649488046464405,1.0858701395181176,184.97430148898658,0.07984030596266166,0.33883431914101436,-1.091879600467749,19.39989814327963,-20.747327420807977,-1.2473722696304321,0.2970515859634598,53.366423446402536,-28.371598090823042,-28.371598090823042,0.9707317073170731,0.2308,0.0020049533890484916,1
1,10,0.0,0.0,,0,-1.0,15.120828208776034,8.435706205419182,799.521901860373,0.29833641272285255,-8.485103994619578,0.5450783473057186,15.120828208776034,-25.395430096489783,-0.040495939552783966,0.30004553119436006,149.74958587253667,3.1575685392842696,3.1575685392842696,0.8091133004926109,0.2447,0.008684753727534744,0,4.49816320541544,8.604371263622886,672.5042598160527,0.33179636314081257,-8.649964916558503,0.6260706038012245,12.591538006672105,-27.687058574722123,-0.036213379353284836,0.3422309464946449,149.74959733585462,3.1575741648777718,3.1575741648777718,0.8169838945827232,0.2447,0.0012688796625773824,1,4.509094373743134,8.435706205419182,799.521901860373,0.29833641272285255,-8.485103994619578,0.5450783473057186,12.403648409578782,-27.874948171815447,-0.040495939552783966,0.30004553119436006,149.74958587253667,3.1575685392842696,3.1575685392842696,0.8091133004926109,0.2447,0.0011059630990911673,1,4.257123414109034,8.56676497306177,674.4735255841816,0.32986360319949565,-8.623337723464388,0.4427831342528208,inf,inf,-0.003000629134476185,0.3653934211541958,149.74959548636468,3.1575614398122838,3.1575614398122838,0.7313868613138687,0.2447,1.0,1
2,11,0.0,0.0,,0,0.344698949599387,2.682149376520379,8.66996093865086,22.60038280374025,1.823724545013452,0.0,0.0,26.0,-15.268783546045208,0.04910709336400032,0.2654873748687031,149.97591666666662,2.4118999999999997,,0.7647058823529411,0.198,1.0,0,2.682149376520379,8.66996093865086,22.60038280374025,1.823724545013452,0.0,0.0,26.0,-15.268783546045208,0.04910709336400032,0.2654873748687031,149.97591666666662,2.4118999999999997,,0.7647058823529411,0.198,1.0,0,2.682149376520379,8.66996093865086,22.60038280374025,1.823724545013452,0.0,0.0,26.0,-15.268783546045208,0.04910709336400032,0.2654873748687031,149.97591666666662,2.4118999999999997,,0.7647058823529411,0.198,1.0,0,2.682149376520379,8.66996093865086,22.60038280374025,1.823724545013452,0.0,0.0,26.0,-15.268783546045208,0.04910709336400032,0.2654873748687031,149.97591666666662,2.4118999999999997,,0.7647058823529411,0.198,1.0,0
3,34,0.0,0.0,,0,-1.0,15.120504824084625,4.113882338928274,18.292500330984147,0.9618676764198163,0.12448310073543212,-4.080396113985728,15.120504824084625,-25.448522292087787,0.8162770867347717,0.5854744902793338,36.066428913797715,-3.18681937440036,-3.18681937440036,0.0,0.25,6.38709368988577e-05,0,2.6963529520729095,4.113882338928274,18.292500330984147,0.9618676764198163,0.12448310073543212,-4.080396113985728,23.08190967891005,-17.24484240474222,0.8162770867347717,0.5854744902793338,36.066428913797715,-3.18681937440036,-3.18681937440036,0.0,0.25,0.026712503762900908,1,2.5160801605175234,3.9983515891168624,23.373750422924186,0.8270214604887954,0.14478810646673423,-3.9650093701855553,22.91361887611135,-17.41313320754092,0.8579429984092712,0.445452967965429,36.06642749981604,-3.1868113644971943,-3.1868113644971943,0.0,0.25,0.021113221270640414,1,14.187022227539083,4.113882338928274,18.292500330984147,0.9618676764198163,0.12448310073543212,-4.080396113985728,14.187022227539083,-26.382004888633325,0.8162770867347717,0.5854744902793338,36.066428913797715,-3.18681937440036,-3.18681937440036,0.0,0.25,3.1423971765809355e-05,0
4,76,0.0,0.0,,0,-1.0,1.755621952774805,10.036132392393977,737.1848493024556,0.36963933582245456,-9.298335947020547,2.6839873117779405,19.1851833235457,-21.229735908482855,1.1716656684875488,0.11031502670819315,129.26166828842366,43.73821057357325,43.73821057357325,0.5343065693430656,0.26,0.007647863936123933,1,1.6853998506751116,9.992066815899346,915.8311047538538,0.33017762149564245,-9.248534239799696,2.7031143691365003,18.197618359555662,-22.217300872472894,1.096186637878418,0.08555397363738004,129.26166347406834,43.7382118458461,43.7382118458461,0.6474735605170387,0.26,0.003247935590241724,1,1.6662435091030032,9.953936638035769,1079.410808540676,0.3029713001716725,-9.222089828357582,2.6623275117172227,17.788233421425716,-22.62668581060284,1.1860947608947754,0.09996962921133545,129.26166099707876,43.73820898500665,43.73820898500665,0.7138584247258225,0.26,0.0021921497637689136,1,1.6528169992857167,9.890915538685872,928.7452918949186,0.3245549077691428,-9.145545211054497,2.7075958523409724,17.470002885041367,-22.94491634698719,1.2412806749343872,0.10872705131220373,129.26165357273618,43.73821204216774,43.73821204216774,0.6813441483198146,0.26,0.0016586667778867303,1
5,91,0.0,0.0,,0,0.5807267109407916,1.3638499689876595,4.408600826193898,5.843634830850444,1.8237245450134516,0.0,0.0,26.0,-13.212002175583999,0.04910709336400032,0.2654873748687031,129.32890416666666,44.333733333333335,,0.7647058823529411,0.198,1.0,0,1.3638499689876595,4.408600826193898,5.843634830850444,1.8237245450134516,0.0,0.0,26.0,-13.212002175583999,0.04910709336400032,0.2654873748687031,129.32890416666666,44.333733333333335,,0.7647058823529411,0.198,1.0,0,1.3638499689876595,4.408600826193898,5.843634830850444,1.8237245450134516,0.0,0.0,26.0,-13.212002175583999,0.04910709336400032,0.2654873748687031,129.32890416666666,44.333733333333335,,0.7647058823529411,0.198,1.0,0,1.3638499689876595,4.408600826193898,5.843634830850444,1.8237245450134516,0.0,0.0,26.0,-13.212002175583999,0.04910709336400032,0.2654873748687031,129.32890416666666,44.333733333333335,,0.7647058823529411,0.198,1.0,0
6,98,0.0,0.0,,0,-1.0,0.41662152137491376,1.396121476003696,90.41662142129367,0.14682468248161876,3.791740773407625,3.095905983225208,18.087141929498777,-18.952181584925288,1.2512019872665405,0.36025772234349873,184.9060079182337,46.03244516149111,46.03244516149111,0.9162916291629163,0.057,0.0035458320535736165,1,0.4152635222307934,1.4314925725918684,97.49695091152998,0.14497515509531894,3.7854392067355462,3.2957852656241187,17.558831989010088,-19.480491525413978,1.2392889261245728,0.34737375538726256,184.90600852442327,46.03245903752227,46.03245903752227,0.9323873121869783,0.057,0.002387384798372416,1,0.4101098584808269,1.4181842196011543,114.50601830761492,0.1325313103608013,3.8302939477754734,3.1708290102494487,17.253381064111892,-19.785942450312174,1.2382609844207764,0.34782932530751,184.90600405353266,46.032450359447616,46.032450359447616,0.9509594882729211,0.057,0.0018643460869339767,1,0.4272744262299357,1.4634577725929605,97.17141852117429,0.14846050183569345,3.890319898149585,3.345852652721888,17.018962702927105,-20.02036081149696,1.2340493202209473,0.3504000599270576,184.9059980293082,46.03246250457554,46.03246250457554,0.9346733668341709,0.057,0.0015652565434457477,1
7,133,0.0,0.0,,0,-1.0,1.3943886820213678,2.6194125363440417,507.88120114654834,0.11623122972906515,-2.6387108681348934,-0.19218957170488693,19.215110418325338,-21.057048949992726,1.1510547399520874,0.4375359833946103,160.71856729701653,58.032826019168944,58.032826019168944,0.8957528957528957,0.244,0.002953049753784187,1,1.286412348841148,2.9205207625793705,696.1306038881261,0.11069166869920492,-2.859999257655005,-0.7223730626542277,17.993288561872134,-22.27887080644593,1.1569138765335083,0.4247214876779134,160.718597549214,58.032789481597476,58.032789481597476,0.9084507042253521,0.244,0.0008848289593226255,1,1.2289807522099057,3.0249332510588602,858.8879000084486,0.10321612573965519,-2.9032744997928717,-0.9516619184170452,17.473610994352754,-22.79854837396531,1.1901034116744995,0.39955482237820206,160.71860375779937,58.03277361557272,58.03277361557272,0.9246575342465754,0.244,0.0005237795649990495,1,1.237554676775318,3.039472426538911,724.5641074272186,0.11291712177350728,-2.894324863311155,-1.023462912766135,17.115293903233948,-23.156865465084117,1.1951360702514648,0.4189848703831135,160.71860275141043,58.03276861946033,58.03276861946033,0.9052774018944519,0.244,0.00036085131092900014,1
8,137,multiple,multiple,,multiple,-1.0,0.8581230361490483,0.5829846218449787,297.23908738422625,0.033814591039084595,0.31394492966407483,-1.0098705583957042,18.33250285635299,-20.320998684841506,1.0724347829818726,0.12524520111082826,161.15922722357604,57.8110518560327,57.8110518560327,0.9959100204498977,0.11829,0.0018185351765110935,1,0.7871247012591939,0.5676852981722069,411.5150555401251,0.027984321570918513,0.4746929870091492,-0.913864687157627,17.40426533605543,-21.249236205139063,1.0519936084747314,0.12382262395339105,161.15920613055889,57.81105839743449,57.81105839743449,0.9977843426883308,0.11829,0.0007852775057574091,1,0.7503474379580075,0.5727736633071338,524.2713964599083,0.0250152563945084,0.5150966654876328,-0.9023614610400585,16.98475681600135,-21.668744725193143,0.9970139265060425,0.11629161125443777,161.1592008473524,57.81105916477798,57.81105916477798,0.9982608695652174,0.11829,0.0005434424579694452,1,0.7809780822884865,0.5705286079092308,429.142731479067,0.02754079962366339,0.5162506017320396,-0.8970060233693857,16.66213233574606,-21.991369205448436,1.1083910465240479,0.11289055666728143,161.15920068910677,57.81105953574558,57.81105953574558,0.9978753541076487,0.11829,0.00041160061353062716,1
9,142,0.0,0.0,,0,-1.0,3.3510192567991575,12.801609329060188,146.38983521840987,1.058057106715383,-8.46112390967906,2.3791723498310944,22.00171634538012,-19.576022101836493,-0.15672294795513153,0.4019232556011423,162.31037112130517,58.4673923311675,58.4673923311675,0.0,0.436,0.031401746453491586,1,2.5321671450505048,12.657073523607716,362.7922003238853,0.6645143014058156,-8.39785462493856,2.2343914259735556,20.443828070922116,-21.133910376294498,-0.2813185751438141,0.4064766291994544,162.31036260850033,58.46738230333601,58.46738230333601,0.23976608187134502,0.436,0.008953206693936733,1,2.299888260262889,12.51135625088983,507.06044372753564,0.5556157195929389,-8.289577462358352,2.251800408120431,19.802482606521643,-21.77525584069497,-0.28403425216674805,0.40945050918254555,162.31034824513688,58.46738355620843,58.46738355620843,0.5146443514644351,0.436,0.004944618651604338,1,2.267064058127604,12.515481758880568,451.899056543787,0.588744488137144,-8.301132763935499,2.219807927717511,19.411757542253078,-22.165980904963536,-0.3033422529697418,0.40447417825810883,162.3103497546734,58.46738132996531,58.46738132996531,0.4694835680751174,0.436,0.0035651434381950287,1
