,ID,hostRa,hostDec,offby,hectoZ,redshift_dif,KronRad (kpc)_3,separation (kpc)_3,area (kpc^2)_3,sep/sqrt(area) (kpc)_3,x_3,y_3,KronMag_3,Abs. Mag_3,Angle_3,Ellipticity_3,RA_3,DEC_3,Discrepency (arcsecs)_3,pixelRank_3,chanceCoincidence_3,host_found_3,KronRad (kpc)_4,separation (kpc)_4,area (kpc^2)_4,sep/sqrt(area) (kpc)_4,x_4,y_4,KronMag_4,Abs. Mag_4,Angle_4,Ellipticity_4,RA_4,DEC_4,Discrepency (arcsecs)_4,pixelRank_4,chanceCoincidence_4,host_found_4,KronRad (kpc)_5,separation (kpc)_5,area (kpc^2)_5,sep/sqrt(area) (kpc)_5,x_5,y_5,KronMag_5,Abs. Mag_5,Angle_5,Ellipticity_5,RA_5,DEC_5,Discrepency (arcsecs)_5,pixelRank_5,chanceCoincidence_5,host_found_5,KronRad (kpc)_6,separation (kpc)_6,area (kpc^2)_6,sep/sqrt(area) (kpc)_6,x_6,y_6,KronMag_6,Abs. Mag_6,Angle_6,Ellipticity_6,RA_6,DEC_6,Discrepency (arcsecs)_6,pixelRank_6,chanceCoincidence_6,host_found_6
58,350316,131.46957083333334,43.81836305555556,0.3267996679523959,0.0786,-1.0,0.627357507545,3.73133876456,49.7264306121,0.529140540688,-6.247722774078483,-7.402611125658595,17.882568754007668,-19.8763738497,1.1432676315307617,0.57024002339497,131.4696268972408,43.818323096391225,43.818323096391225,0.6298507462686567,0.0020972275224878656,1,0.61223639873,3.9179611771,52.5467356319,0.540489495194,-6.610053374486299,-7.730505773728652,17.473971974566147,-20.2849706291,1.180113434791565,0.5841281463765322,131.46966142451794,43.81830006350444,43.81830006350444,0.4180790960451977,0.0015373496605366466,1,0.599589205147,3.94283062808,56.7029746084,0.523606706331,-6.588233184860599,-7.833655789744313,18.011748016529612,-19.7471945871,1.1648422479629517,0.6033768054998417,131.4696592186622,43.81829291776037,43.81829291776037,0.5130890052356021,0.00220220477708033,1,0.606365011749,3.8116115925,41.413952659,0.59229122405,-6.424222089825236,-7.526141421086805,17.875183659609405,-19.8837589441,1.169703722000122,0.6060209556535083,131.46964375352454,43.81831438958143,43.81831438958143,0.2939068100358423,0.0018944425388894848,1
59,350330,151.32033333333334,1.6776388888888887,0.30273354331699176,0.0426,-1.0,0.498006962885,0.690773248096,2.28967851761,0.456507855665,-3.027828791917017,-1.1247292141671608,20.260808186106168,-16.1076365389,-0.03099631704390049,0.3199366215108804,151.3203934999432,1.6775801125707064,1.6775801125707064,0.66,0.003426617344724825,1,0.482999504465,0.720090139768,2.65602708043,0.441845681636,-3.0490242449347704,-1.4284711450353171,19.876123258658485,-16.4923214664,0.03132631257176399,0.0979286286076968,151.32039495297735,1.6775590257419748,1.6775590257419748,0.6724137931034483,0.00273799302391986,1,0.452352407173,0.57439299841,3.02237564324,0.330396103656,-2.382125472342807,-1.240540972870889,20.283796720956804,-16.0846480041,0.09873419255018234,0.2144635980008197,151.32034865876128,1.6775721031303181,1.6775721031303181,0.8787878787878788,0.0027482628684486476,1,0.420902675726,0.530791207402,2.28967851761,0.350781325948,-2.142219230812728,-1.2532918003991398,20.247818243431862,-16.1206264816,0.08972298353910446,0.2699215765525349,151.32033200021516,1.6775712291997018,1.6775712291997018,0.94,0.002286032502804458,1
60,350374,0.0,0.0,,0,-1.0,4.42279994592,1.39857957872,52.9600320545,0.19218215678,-0.8116656069694557,-0.3419725072219393,21.02729872074771,-20.9017763153,0.6662763357162476,0.0354500015578757,131.33644503084884,44.23902296530947,44.23902296530947,0.9523809523809523,0.0046635270404032925,1,3.1438827103,1.02901017846,194.1867842,0.0738430855934,-0.644290480661752,-0.06949571477453276,19.38719119445344,-22.5418838416,-1.5146241188049316,0.11366376637834308,131.33642904890462,44.2390419910291,44.2390419910291,0.987012987012987,0.0011553912138122513,1,2.94215176713,0.969380523482,287.497316867,0.057171211036,-0.6102505788249744,0.016540220503713954,19.38665029550996,-22.5424247405,1.4909756183624268,0.12565299224575333,131.33642582551656,44.239047986657276,44.239047986657276,0.9912280701754386,0.0009591306443919034,1,2.77248843135,0.902929460815,257.234441407,0.0562975201811,-0.5611247111088602,-0.09206568394009196,18.994859526715416,-22.9342155093,1.4885436296463013,0.10740959717459131,131.3364209687844,44.23904047615193,44.23904047615193,0.9901960784313726,0.0006266300323758411,1
61,350548,0.0,0.0,,0,-1.0,1.13536147123,5.92138286636,335.216384932,0.323415271797,7.545077899928998,0.5901159000815994,17.237483991783403,-22.3524014127,-0.7504236698150635,0.027965033479608103,128.84703444380492,44.91367136423479,44.91367136423479,0.6617915904936015,0.0010429446409770948,1,1.08074179378,5.92718862355,378.11427697,0.304815614373,7.546385460541103,0.6641501035162207,16.496111407922236,-23.0937739965,-0.8559046387672424,0.04902128619171664,128.84703416127937,44.913676500606215,44.913676500606215,0.6855753646677472,0.0005343958005271654,1,1.06195967291,5.86628613921,430.204574446,0.282830167477,7.465317224704648,0.6963360570101003,16.961888820473863,-22.627996584,-0.9891623854637146,0.03673119143226389,128.8470420378552,44.913678855464156,44.913678855464156,0.7022792022792023,0.0006848063141462468,1,1.09748509918,5.87331877333,352.988368776,0.31261036613,7.476456212260132,0.6732341040945471,16.72357100138456,-22.8663144031,-0.8587266206741333,0.05367598063491208,128.8470409945496,44.9136772354538,44.9136772354538,0.6145833333333334,0.0005611594895281735,1
62,350607,52.734958333333324,-26.659666666666666,3.2333791364495834,0.6522,-1.0,12.911936838305245,8.03793227538,119.201362564,0.736213425272,4.268712487458629,-2.257199460801189,12.911936838305245,-29.7087666256,-0.5477876663208008,0.14728318586157718,52.734067854682145,-26.659250280178767,-26.659250280178767,0.0,4.2037396514094105e-05,0,4.90953024001,8.03793227538,119.201362564,0.736213425272,4.268712487458629,-2.257199460801189,19.417548775665786,-22.7203431924,-0.5477876663208008,0.14728318586157718,52.734067854682145,-26.659250280178767,-26.659250280178767,0.0,0.005877834942826898,1,5.4840193507,8.0131847731,274.440346368,0.483705669429,4.339973243989789,-2.082784075607236,18.560619492097587,-23.5772724759,-0.18973271548748016,0.254169682942777,52.734062359009826,-26.65923815886864,-26.65923815886864,0.13131313131313133,0.010178986942633639,1,5.05603308072,7.6708583705,235.630600417,0.499721597164,4.130714822846144,-2.042775393421664,18.369614587617694,-23.7682773804,-0.38761404156684875,0.226820007402026,52.73407862492402,-26.659235423278886,-26.659235423278886,0.2,0.006870016254241662,1
63,350630,162.40502499999997,58.95300666666667,0.34922890512356125,0.3046,-1.0,2.30914180762,10.0022874765,533.807975071,0.432919156465,-6.348736943163857,-5.96834928896844,17.4481521373732,-23.2886736614,0.06968085467815399,0.29898300343624884,162.4051530825047,58.95292687139173,58.95292687139173,0.4691358024691358,0.0016167737860682818,1,2.08471300892,9.89976722374,680.110901572,0.379607788958,-6.348465808528687,-5.83746339567989,16.618538255443653,-24.1182875434,0.07135163992643356,0.3095309531123295,162.40515317343625,58.952935958402506,58.952935958402506,0.6317829457364341,0.0007808818926766659,1,1.99356260205,9.83105062578,802.689029181,0.346997438521,-6.2715232203147195,-5.83250344455962,17.09486628732033,-23.6419595115,0.03757508844137192,0.30976731394601864,162.4051428196503,58.95293634174806,58.95293634174806,0.6912972085385879,0.001052202236864641,1,2.11014709593,9.90258618108,724.92441059,0.367791991672,-6.344477795415202,-5.845423691051167,16.65507209705688,-24.0817537018,0.035411667078733444,0.29699393252796813,162.4051526287883,58.952935407772934,58.952935407772934,0.6581818181818182,0.0007535127840867517,1
64,350633,161.32877916666664,59.08173361111111,0.33720623697792235,0.2013,-1.0,1.34538404887,6.49711668144,329.880582501,0.357719232205,6.801288167505689,-3.406107584611064,17.76380252570492,-22.0732413946,1.129685640335083,0.1145880166790465,161.32890581383236,59.0816871718171,59.0816871718171,0.6283185840707964,0.0020478289033389885,1,1.25118194801,6.52339320725,402.13318796,0.325303397153,6.722849505931009,-3.6237474520995505,16.92166165567736,-22.9153822647,1.2513459920883179,0.09399056798453898,161.32891666906878,59.08167211128053,59.08167211128053,0.6497277676950998,0.0009327670767879104,1,1.18540254568,6.58281728323,487.522630776,0.298135993221,6.776684419727161,-3.6704664123638793,17.35296862216552,-22.4840752982,1.4035438299179077,0.09634353419148178,161.32890944963856,59.08166883515086,59.08166883515086,0.7964071856287425,0.0012354575308807236,1,1.27719580898,6.55821558419,394.834944985,0.330048601848,6.74287952006533,-3.6723621676042058,17.05013564054973,-22.7869082798,1.217929482460022,0.09532889225200558,161.3289140197504,59.0816687242159,59.0816687242159,0.678373382624769,0.000936498021219645,1
65,360030,0.0,0.0,,0,-1.0,3.00057464797,0.869683825011,20.860897633,0.19041225525,0.11482163779847099,0.776735998014928,21.204147695899756,-19.417261508,1.4825648069381714,0.3302726119877214,185.15531356777998,46.522859505242366,46.522859505242366,0.8235294117647058,0.0050851803230193005,1,2.66213217902,1.02250596733,42.9489068914,0.156023420162,0.14119218288354318,0.9122881208616462,20.4355277685499,-20.1858814353,0.9079679846763611,0.1616839757649512,185.15531093360568,46.522868921139676,46.522868921139676,0.6285714285714286,0.0027791538575882013,1,2.42493554585,1.13130289405,55.2200231461,0.152240641735,0.2536971956260601,0.9893650621706342,20.956162268899085,-19.665246935,1.1996784210205078,0.20577468396248988,185.15529959491522,46.5228742884765,46.5228742884765,0.6444444444444445,0.0035965329518095057,1,2.36536281864,1.25328237882,39.267572015,0.200000881162,0.2039205720691939,1.1129743116636348,20.711247073871586,-19.91016213,1.0716866254806519,0.3561934408789311,185.1553046432088,46.52288286469926,46.52288286469926,0.875,0.002599649015477601,1
66,360145,163.6685958333333,59.01892472222222,0.3229116643205181,0.1983,-1.0,2.1769643842,1.68917527743,98.3725197868,0.170309086142,-0.654065612224457,-1.8914124780027635,18.67594003408478,-21.1273984449,-0.03295542299747467,0.07988628853444779,163.66871488875628,59.0188592249397,59.0188592249397,0.9565217391304348,0.002361717075027414,1,2.29951852134,1.75767199533,117.619317136,0.162068460372,-0.5765888709983074,-2.001075358419371,17.84422334516381,-21.9591151339,0.049214400351047516,0.09329792148276217,163.66870406040192,59.018851756018336,59.018851756018336,0.9818181818181818,0.0017520480508068648,1,2.40339834591,1.65572817863,139.004647525,0.14043468344,-0.5931838837220482,-1.869859541803578,18.217723447639248,-21.5856150314,-0.3420211672782898,0.09552444972748764,163.668706756755,59.01886083134615,59.01886083134615,0.9794871794871794,0.0045536992838791646,1,2.50820344051,1.76265760532,122.60922756,0.159186553837,-0.6499685108620525,-1.984657572733795,17.883765888290544,-21.9195725907,-0.07350385934114456,0.10905752319962325,163.66871401011534,59.01885276179276,59.01885276179276,0.9709302325581395,0.005482075001158604,1
67,370066,0.0,0.0,,0,-1.0,0.660438868713,8.27147597906,148.436251574,0.678911278524,-17.444777804964332,-8.673178788129462,16.966895724202914,-21.0305969196,-0.3812461197376251,0.06859193964716448,130.35024324626522,43.05383760572136,43.05383760572136,0.0,0.0030058417642335744,1,0.663076892457,8.28779525164,162.323968915,0.650500578197,-17.501118425633706,-8.646039451517481,16.47116946808495,-21.5263231757,-0.5279720425605774,0.08544440984837953,130.35024859171224,43.05383950073226,43.05383950073226,0.0,0.00208335836952922,1,0.669073729705,8.27004102062,178.376005841,0.619212116967,-17.448440359149743,-8.658202324066394,16.980549412815755,-21.016943231,-0.41583356261253357,0.09566024468825152,130.35024359005803,43.053838645971396,43.053838645971396,0.0,0.0030527084505787005,1,0.719458117185,8.31673964628,145.911212058,0.688507655711,-17.596584678763023,-8.606338974659337,16.808155265876472,-21.1893373779,-0.5679758787155151,0.10119109279381355,130.35025765105556,43.053842275436956,43.053842275436956,0.0,0.0027641455874113374,1
