ra dec type modelMag_g modelMag_r modelMag_i modelMag_z z zErr idnum
162.027033537521 56.8548276186179 3 24.13169 25.48802 24.91154 23.34862 -9999.0 -9999.0 000174
162.029289691516 56.8500990226596 3 21.20274 20.18831 19.81233 19.57278 0.31965 0.095584 000174
162.030101902509 56.8438662475202 3 18.69111 18.00989 17.59686 17.37251 0.112769 0.029635 000174
162.043294106568 56.8429144907415 3 22.92245 21.70071 21.29253 21.93928 0.327126 0.13747 000174
148.980840874615 2.25893359357089 3 20.98803 20.49055 20.35423 22.8269 -9999.0 -9999.0 000190
148.983164896474 2.26332814256894 3 24.55944 21.56397 19.86371 19.29654 0.902841 0.040582 000190
148.983238986392 2.25819604035132 6 11.69879 11.56127 11.55941 12.98836 nan nan 000190
148.983711362953 2.26409101604366 6 23.17181 22.09806 20.73725 20.06162 nan nan 000190
148.985031811978 2.26476811639957 6 23.23343 21.55548 20.90255 20.54856 nan nan 000190
148.988279370658 2.26389045775238 3 19.76659 19.18605 18.91904 19.24912 0.097046 0.045745 000190
148.989016529732 2.26531627979399 6 23.38892 21.93143 20.39271 19.7704 nan nan 000190
148.993903353417 2.26674294353737 3 22.281 22.068 22.07515 23.32289 0.414648 0.069486 000190
148.994519169737 2.25520266373239 6 20.49172 20.15815 20.09075 20.05484 nan nan 000190
150.107990289933 2.6955370875141 3 21.11515 19.88985 19.43951 18.99225 0.324701 0.07553 000196
150.109226751393 2.69530847327201 3 22.85254 22.14655 21.98511 22.19056 0.469632 0.155866 000196
150.110905417993 2.7011070016951 6 25.72367 24.49662 24.5022 23.27861 nan nan 000196
150.112929687631 2.6980897261033 6 23.79995 21.01559 20.40735 20.01114 nan nan 000196
150.113907422783 2.70193851009203 3 25.64361 23.44977 21.44703 21.72783 0.687644 0.090176 000196
150.1143390529 2.69002742649643 6 21.29247 19.59612 18.46102 17.87964 nan nan 000196
150.115309701897 2.69382664324454 3 22.6607 21.94679 21.58004 20.32426 0.877498 0.154498 000196
150.115951621276 2.69824761544154 3 25.271 24.67674 21.48178 21.71525 0.279018 0.10484 000196
150.121509967039 2.69319137960243 3 17.48073 16.44806 16.08965 15.86916 0.121829 0.027191 000196
150.118355870892 2.6992556388519 3 25.54931 22.93696 20.96493 20.64875 0.944468 0.042612 000196
150.119136027257 2.6936381220173 3 24.42553 22.78775 21.32874 20.65346 0.850583 0.056613 000196
150.116456187348 2.69229169579329 6 24.13747 21.72231 21.21792 20.43536 nan nan 000196
150.117637421643 2.69384856555089 6 25.65266 24.64837 23.74221 21.15768 nan nan 000196
150.121819456868 2.69744359041297 3 24.77051 25.14939 23.3745 21.34498 -9999.0 -9999.0 000196
150.118397022296 2.68654848924026 3 20.46203 19.83755 19.45733 20.75705 0.331115 0.078196 000196
150.11643565058 2.68623918525492 6 25.17833 24.46385 22.78169 23.26809 nan nan 000196
150.118781770989 2.69053047278344 3 23.79648 22.88416 21.82465 21.43175 0.704589 0.070638 000196
151.223161209579 2.58716509458835 3 23.36287 22.41997 21.26593 20.83552 0.684344 0.066179 000199
151.224036451358 2.59083848581306 3 23.03419 22.4908 21.16924 21.61608 0.493597 0.137231 000199
151.226955578632 2.58699210601343 3 26.55683 23.57293 26.58055 24.76799 -9999.0 -9999.0 000199
151.227402131752 2.59745861795044 3 22.55819 21.86089 21.38322 21.26141 0.451066 0.168344 000199
151.228241199778 2.59193020484973 3 24.74803 22.01997 20.98336 20.81207 0.485094 0.050286 000199
151.228516404832 2.58412852050159 6 21.55408 20.85468 20.45532 20.49048 nan nan 000199
151.232116050615 2.59631764399229 6 23.79491 21.78528 21.07206 21.00229 nan nan 000199
151.232726655572 2.58858638338936 3 20.12554 19.61859 19.25603 19.01002 0.161988 0.040148 000199
151.234061193042 2.59569021759986 6 25.97452 25.48291 24.65817 23.11563 nan nan 000199
151.235541898949 2.58386197992947 3 23.10195 21.62687 21.41648 21.74753 0.44363 0.116623 000199
150.534646473709 1.89560819713833 6 23.32844 25.15203 24.49911 23.44253 -1.0 -1.0 000202
150.536083567732 1.89718690776832 6 23.12689 21.70721 20.96883 20.40059 -1.0 -1.0 000202
150.542002558761 1.89747329445092 6 22.14381 21.84352 21.60353 22.57253 -1.0 -1.0 000202
150.542464441076 1.898638044095 6 22.59878 21.83103 21.94625 22.65131 -1.0 -1.0 000202
150.543464326015 1.90212770703853 3 19.04941 18.72543 19.15033 27.557 -9999.0 -9999.0 000202
150.803840026906 3.14313996041224 6 23.90395 22.57714 21.93991 21.61778 nan nan 000215
150.803970195068 3.13881773905031 6 23.78971 24.5543 25.22472 21.01193 nan nan 000215
150.804594613067 3.14366774795666 6 21.8836 20.44637 19.44571 18.82342 nan nan 000215
150.811553101262 3.1389815696146 3 19.64789 19.13546 18.83235 18.67052 0.139186 0.029604 000215
150.811971930597 3.14762920278683 3 22.33759 21.49734 20.71025 20.35091 0.636957 0.113376 000215
150.814826304977 3.14753411474155 6 25.7168 25.49048 24.39082 22.67619 nan nan 000215
148.873023448837 1.48222749601626 3 22.77647 21.66781 21.22044 20.94198 0.422746 0.11256 000218
148.875084837755 1.48674496493486 6 23.48351 22.3149 21.30704 20.98704 nan nan 000218
148.877690226663 1.47556146147606 3 22.37165 21.91471 21.64527 21.45063 0.21532 0.110186 000218
148.878994619033 1.48254856029579 3 17.94722 17.46165 17.13212 16.94759 0.082583 0.020353 000218
148.88274594524 1.48068054360997 6 21.32344 20.94506 20.80842 21.02464 nan nan 000218
150.530516228916 2.71865696716137 3 23.28978 22.36019 21.6147 22.31042 0.51166 0.135927 000220
150.530945914318 2.71213048002266 6 23.49216 22.64273 22.84178 21.78837 nan nan 000220
150.532745347577 2.72207172209395 3 22.78703 21.53221 20.77935 21.42011 0.436211 0.134485 000220
150.532790334458 2.72034461819373 6 24.28161 24.09242 24.19312 23.45915 nan nan 000220
150.535301851636 2.71867443431355 3 19.18559 17.92471 17.43398 17.03046 0.187038 0.017816 000220
150.537390080286 2.7109567649441 3 22.44792 21.2083 20.69098 20.24485 0.410282 0.103551 000220
131.568810777439 44.0700011946299 3 22.38861 21.40074 20.89774 20.78428 0.474787 0.097724 000236
131.570571616749 44.0802712757321 6 18.3565 17.08984 16.58932 16.31723 nan nan 000236
131.570725058288 44.0700493381796 6 22.07294 22.22276 21.8228 22.36385 nan nan 000236
131.57101928781 44.0683884519585 3 22.78688 22.72154 21.40299 20.62428 0.770714 0.121634 000236
131.574188256917 44.0657457014557 3 23.46656 22.07205 23.22056 22.11184 0.229462 0.089929 000236
131.574949814503 44.0678957866428 6 18.41533 17.07574 16.47706 16.15062 nan nan 000236
131.581174780724 44.0728143853068 3 19.46111 18.74183 18.29201 18.02652 0.188688 0.029027 000236
131.588522086761 44.0722520451605 3 20.73464 19.46458 18.89639 18.53915 0.25705 0.04816 000236
131.58977960576 44.080122294327 3 22.83562 21.95219 22.02879 21.02394 0.43838 0.108949 000236
34.9367591194936 -3.20425218529286 6 19.19579 18.64003 18.32663 18.18716 nan nan 000248
34.9372186178019 -3.2100915032944 3 22.15943 22.04306 21.87032 22.91775 0.482481 0.070964 000248
34.9382504484909 -3.19620734754604 6 21.777 20.53989 19.14079 18.48625 nan nan 000248
34.9438813459362 -3.20293986840876 3 18.80189 17.79714 17.2983 17.00363 0.176047 0.023077 000248
34.946319573881 -3.20671154660287 3 22.26067 21.38938 20.55129 22.5698 -9999.0 -9999.0 000248
149.817134416153 1.61570310924035 3 22.99921 22.62164 22.03653 23.2794 0.882099 0.118219 000420
149.819932129391 1.61342596621611 6 23.64917 22.19937 22.24584 21.51104 nan nan 000420
149.82157233455 1.60917466381839 3 24.32 24.55952 21.53929 20.64013 -9999.0 -9999.0 000420
149.824242603522 1.60677152918008 3 22.87969 22.09816 21.98104 22.15762 0.568469 0.117397 000420
150.857640766232 1.02870396983637 3 18.72191 18.19564 17.86728 17.61265 0.082709 0.02852 010010
150.860962785258 1.02793627225503 3 20.91227 19.79357 19.20093 18.84998 0.31764 0.093703 010010
150.855642184015 1.03235509560703 3 24.00817 24.03042 21.42099 20.53679 -9999.0 -9999.0 010010
150.864580869917 1.02520654574789 3 23.09752 22.54552 21.81062 21.83647 0.674375 0.172294 010010
129.043011888252 44.0061057228635 3 20.85237 19.82116 19.4013 19.04918 0.270465 0.081091 010043
129.045019900354 44.0051851363805 3 22.85207 22.021 21.86429 22.7409 0.784815 0.0884 010043
129.0501266496 44.0141815829049 3 22.96713 23.26796 22.58148 21.8554 0.830555 0.24756 010043
129.055696756086 44.0144414610202 3 23.24618 22.31992 21.66541 21.64644 0.57614 0.107526 010043
129.057673513432 44.0049456776647 3 24.92076 23.75669 22.05505 20.85509 -9999.0 -9999.0 010043
129.063187678762 44.008988589919 3 23.941 23.39719 21.60701 21.29134 0.295241 0.083396 010043
150.532591531132 1.22560896268363 3 25.27521 22.38038 22.63391 22.2607 0.303947 0.079863 010163
150.535069455128 1.22766087529492 3 25.23221 22.8159 23.58042 22.28962 0.397043 0.077029 010163
150.537535049787 1.239393946048 3 20.85763 20.1848 19.86456 19.43823 0.263757 0.079954 010163
150.539862209175 1.22761404395 3 15.39704 12.98142 12.86423 13.04217 -9999.0 -9999.0 010163
150.539991346988 1.23168435030207 6 24.03871 22.44729 23.85983 21.82917 nan nan 010163
150.540864242083 1.23759281528102 3 23.26252 21.75351 20.99447 20.36517 0.464618 0.051852 010163
150.54220579521 1.23040438024923 6 17.59191 17.24773 17.10648 17.12428 nan nan 010163
150.544124701837 1.22746334663469 6 23.76645 22.8642 23.48814 23.58737 nan nan 010163
150.546619411292 1.24073319282888 3 18.73443 17.99795 17.53702 17.33468 0.151699 0.029164 010163
150.546659782968 1.23013839867767 6 25.99356 25.95149 23.90673 20.1816 nan nan 010163
162.062634130069 57.4096509232158 6 23.0004 21.82049 20.64804 20.02863 nan nan 010411
162.062642047069 57.397541352359 3 23.09474 22.96722 21.72461 22.2316 0.383817 0.140198 010411
162.065783297682 57.4052592497271 3 18.58307 18.32686 18.08091 18.0754 0.078577 0.020404 010411
162.071926611849 57.3997594022347 3 23.23742 22.35715 21.91177 22.256 0.508741 0.159199 010411
162.074037291016 57.4027773141799 3 17.40055 16.87771 16.53392 16.35506 0.082818 0.016734 010411
162.074350117967 57.4087174180692 3 21.94296 20.903 20.55187 20.30371 0.446743 0.069543 010411
162.075943924919 57.4066199888333 6 20.37324 20.32496 20.21633 19.90491 nan nan 010411
162.079247997655 57.4058911228011 6 23.88729 23.13482 21.56723 20.45464 nan nan 010411
162.075854924538 57.3991745624934 3 24.56083 22.60778 21.74542 22.12356 0.490998 0.109688 010411
162.074433161891 57.4048174976044 6 23.93463 24.02813 23.8212 20.99669 nan nan 010411
162.075449457148 57.4006371610198 6 24.51532 23.70601 24.08573 21.41076 nan nan 010411
164.415722832798 57.6085655095352 6 25.3616 25.28798 24.82582 20.70705 nan nan 010454
164.422060789716 57.6134566067751 3 17.69432 17.16138 16.78809 16.63062 0.083973 0.015982 010454
164.431416337223 57.6082818959129 6 25.84635 24.87812 22.16002 22.46069 nan nan 010454
164.436285630456 57.6124133515364 3 22.94578 21.90273 21.63125 21.04265 0.505495 0.090166 010454
131.701570280709 45.4862557310779 3 23.47319 21.63987 21.85508 22.72623 -9999.0 -9999.0 020021
131.706136280494 45.4909160912831 6 20.18941 19.61318 19.40859 19.31269 nan nan 020021
131.70624775913 45.4864490437847 6 21.66621 20.18093 19.01628 18.39386 nan nan 020021
131.70845268182 45.4870300523627 6 25.50247 24.02225 21.99926 21.37161 nan nan 020021
131.709398088509 45.4930685627468 6 22.37632 20.90793 19.53588 18.94365 nan nan 020021
131.711305001759 45.4923616379366 3 20.93848 19.96086 19.68528 19.41379 0.313432 0.065466 020021
131.714326664674 45.491288007707 3 21.90273 20.16567 19.59311 19.29696 0.367315 0.041814 020021
131.714732887188 45.4939825268644 6 24.66823 23.97684 21.11225 20.21641 nan nan 020021
131.715982508106 45.4854706406895 6 24.9437 25.55559 21.76921 22.82178 nan nan 020021
131.716718547986 45.4840064782674 6 24.51413 23.0556 21.76898 20.88271 nan nan 020021
131.719047273894 45.4946416199317 3 20.44881 18.81331 18.19325 17.82874 0.3166 0.017925 020021
131.716576631714 45.4947562291943 6 25.74689 25.04947 24.25208 20.82854 nan nan 020021
131.720012530787 45.4899242952946 3 21.40267 20.42414 20.07124 19.82837 0.37542 0.089504 020021
131.718122352714 45.4972737864441 6 24.24008 22.50481 23.57136 22.63238 nan nan 020021
186.324512473846 46.0207738609797 3 25.64223 24.77759 24.13292 20.63654 -9999.0 -9999.0 020027
186.325224112191 46.0132348099141 6 24.74897 23.35614 22.2955 21.6814 nan nan 020027
186.330855527141 46.0127884458833 3 22.9474 22.63034 21.99273 21.35754 0.572171 0.192075 020027
186.330981654422 46.0109396537877 6 23.67758 23.53961 23.46472 21.38591 nan nan 020027
186.33303690617 46.0095045331324 3 16.07725 15.32901 14.94792 14.6546 0.036749 0.013489 020027
186.335009686971 46.0164490022321 3 17.67294 17.05571 16.69811 16.53919 0.07999 0.018679 020027
186.335738890389 46.0099973373724 6 23.68907 23.47978 24.36185 21.45811 nan nan 020027
186.337729993672 46.014806203368 3 20.39272 20.15984 19.93372 19.88053 0.061133 0.041148 020027
186.336541621512 46.0185205223439 6 24.10478 22.82308 22.10776 22.10135 nan nan 020027
186.340875108857 46.0176296069337 3 24.35183 23.04672 22.73547 23.10847 0.384308 0.151475 020027
186.336233216227 46.0206180761232 6 24.52005 22.984 25.42547 23.39981 nan nan 020027
214.716541931144 54.0047417608567 6 23.35017 21.57441 21.04676 20.4407 nan nan 020075
214.719638603934 54.0027212558157 6 25.35676 25.80229 24.99157 20.59918 nan nan 020075
214.721250267372 53.9963026676992 6 23.99858 22.68391 20.72625 19.77608 nan nan 020075
214.721390512165 54.0057501189571 3 22.5116 21.37844 20.81786 20.67206 0.504366 0.108601 020075
214.725358787496 54.0013934346071 3 21.87193 21.43385 21.33752 21.22325 0.257906 0.091456 020075
214.725710770647 53.9981395677813 3 20.61658 19.89596 19.57292 19.52143 0.23407 0.041053 020075
214.727789312918 53.9966495131608 3 19.42269 18.88301 18.5854 18.39962 0.139961 0.031644 020075
214.727285561261 53.9988957359924 6 23.62998 21.75901 20.30486 19.67205 nan nan 020075
214.731599567565 53.9971545740602 3 24.35258 21.60884 20.77015 21.03008 0.303348 0.090658 020075
214.728723914328 53.9991798088309 6 22.67578 21.8406 21.95107 23.40239 nan nan 020075
214.729358257188 53.996193920531 3 23.25002 23.06082 21.91646 22.34399 0.444163 0.149681 020075
214.742203855093 53.9916184274962 6 24.06865 22.65794 22.40238 21.6376 nan nan 020075
131.439470385392 44.9726040138661 3 20.70445 20.16984 19.95002 19.64383 0.141781 0.070157 020082
131.443068503797 44.9701610227343 3 22.61434 22.00354 21.9207 21.72672 0.311096 0.105885 020082
212.867918319307 53.5760829490096 6 23.66956 22.60886 22.25718 21.41119 nan nan 020090
212.868085079828 53.5811379995023 6 22.34219 21.89506 22.1028 21.69622 nan nan 020090
212.870907371174 53.5862024912718 6 24.5465 25.05076 24.78445 22.77392 nan nan 020090
212.875904488 53.582812370386 3 22.96786 21.73919 21.49915 21.00541 0.403216 0.103832 020090
212.878666245822 53.5792039368165 3 20.66882 19.22842 18.72677 18.34788 0.266269 0.030135 020090
212.879585314793 53.576008921638 3 23.40753 21.86985 21.5362 21.03682 0.408236 0.080504 020090
212.891892733069 53.5808927264702 6 25.41664 24.01939 25.12146 21.83116 nan nan 020090
212.885613376992 53.584661953485 3 22.29503 20.70405 19.87466 19.33654 0.478751 0.033971 020090
212.891337420102 53.5783736311572 3 22.52826 20.5151 19.86115 19.36766 0.407487 0.040793 020090
212.884736272972 53.580241380205 3 23.01961 21.79134 21.41226 21.23193 0.408909 0.113938 020090
161.298830511844 58.2003102958537 3 24.72852 23.40291 21.94843 22.31102 0.649093 0.121071 020096
161.300623376228 58.1859596472334 3 23.14716 22.13242 21.63943 21.209 0.501908 0.09658 020096
161.306805825129 58.1849758878014 3 24.39114 22.49645 22.70367 21.68574 0.374469 0.072373 020096
161.30930787371 58.1878583639237 3 24.9013 23.05462 24.62519 22.31663 0.705204 0.095969 020096
161.310192452299 58.198800096083 3 24.64824 24.32586 24.85299 20.37645 -9999.0 -9999.0 020096
161.312379303837 58.1960947939771 3 23.46152 23.75325 21.63907 21.15018 0.490871 0.142801 020096
161.312752425305 58.1870217514793 3 19.18197 18.88743 18.71394 19.02466 0.071163 0.039367 020096
161.321442258627 58.1918848146811 3 18.7825 17.82016 17.373 16.9943 0.107441 0.01419 020096
161.326832418555 58.1917720942526 3 22.34014 21.20224 21.03417 20.92259 0.37078 0.097083 020096
161.313820157778 58.1902434998481 6 23.44444 24.16204 23.7111 21.93943 nan nan 020096
161.313713697466 58.1933167339093 3 22.92309 22.43445 22.00784 21.87232 0.52585 0.166543 020096
161.314001841351 58.2001286952159 3 22.19994 21.546 21.08389 20.89394 0.366597 0.162925 020096
161.32419361735 58.1886260513763 6 22.743 21.44382 20.61461 20.08164 nan nan 020096
161.327161690585 58.1983393556812 3 22.86659 22.11429 22.07734 21.85158 0.366599 0.082519 020096
