ra dec type modelMag_g modelMag_r modelMag_i modelMag_z z zErr idnum 
164.077336915991 57.6705053957776 3 23.53103 22.73805 21.93232 22.42947 0.742041 0.155735 120067
164.078700549667 57.666235433934 3 22.36696 21.52391 21.36034 20.8123 0.39059 0.107077 120067
164.082379468906 57.6678461954076 3 23.18053 21.94652 21.45407 21.57007 0.393273 0.087392 120067
164.079342993618 57.6679805576733 3 25.14633 24.06717 25.259 22.20434 -9999.0 -9999.0 120067
164.092985278058 57.6704430689568 6 25.79126 24.73427 23.52563 22.81059 nan nan 120067
164.098395027034 57.6726812272251 6 23.14828 22.49479 22.00694 21.91274 nan nan 120067
164.101309620821 57.672168510498 6 25.48001 24.1557 24.81098 23.09054 nan nan 120067
164.088020219789 57.6624553207893 6 23.15608 22.95207 22.91555 22.06317 nan nan 120067
164.084765368001 57.6639605045724 3 23.88309 23.35058 21.7355 21.04672 0.600574 0.105728 120067
164.088041453278 57.6665042906008 3 24.21702 23.21449 21.95622 22.32125 0.580559 0.118505 120067
150.46271330747 2.04576334628884 3 22.55443 20.92598 20.14512 20.227 0.439076 0.083682 120085
150.464913287599 2.04815900343006 3 22.54681 22.03205 22.16593 21.66032 0.315573 0.14759 120085
150.469693805846 2.04249481245511 3 22.66029 21.11846 20.4832 20.29253 0.389725 0.083746 120085
150.470704397329 2.04152209091155 3 22.96881 21.3699 20.68353 20.25691 0.413751 0.072556 120085
150.470899000837 2.0426841346491 3 21.9001 20.55072 20.1319 19.86883 0.393134 0.073757 120085
150.473007479916 2.03687193939628 3 23.97133 21.89789 21.67776 21.98808 0.385795 0.101979 120085
150.474012153632 2.0398609908278 3 23.1238 22.60419 21.84716 20.44192 -9999.0 -9999.0 120085
150.476792766617 2.03505170567891 3 23.26526 22.52715 21.03933 21.29801 0.635937 0.110113 120085
150.781537779916 2.14027482260341 3 25.65105 22.91363 21.49128 20.69071 -9999.0 -9999.0 120086
150.781927502512 2.13776899227206 3 21.60387 20.63662 20.42118 19.59291 0.350412 0.108254 120086
150.782779597341 2.13741371634535 6 24.88141 23.13273 21.78313 21.60446 nan nan 120086
150.783941061296 2.14367275003828 6 21.99185 20.62049 19.75101 19.12166 nan nan 120086
150.786903164199 2.15089746144526 3 23.0042 22.06392 21.43979 19.73714 -9999.0 -9999.0 120086
150.78795113824 2.13982118364316 3 22.61659 21.59657 21.12684 20.56907 0.488056 0.08728 120086
150.789569655446 2.13862758408206 6 23.8006 22.86547 23.14069 22.06655 nan nan 120086
150.790689541743 2.14418004672188 3 21.40466 19.99672 19.48386 18.93897 0.415439 0.065445 120086
150.791531690357 2.14572781165461 3 23.61967 22.07215 21.66585 22.42381 0.461528 0.13241 120086
150.79125419267 2.13893848512731 6 20.93778 19.85994 19.40813 19.05862 nan nan 120086
150.793042047023 2.13856635431856 6 22.66759 22.14499 22.14998 22.26047 nan nan 120086
150.793294360013 2.14936188733072 6 22.5378 21.87222 21.92669 21.32424 nan nan 120086
150.795317190431 2.13650522658828 3 22.80206 21.74266 21.64806 20.95949 0.409874 0.098092 120086
150.796998253647 2.13889730424463 3 22.39067 21.87339 20.88476 21.17716 0.512948 0.153781 120086
150.519159657588 2.09119564387525 3 24.77329 22.46403 22.33371 21.38471 0.550066 0.070184 120094
150.520348500332 2.08297308703907 6 22.20448 22.09687 22.06999 22.47537 nan nan 120094
150.528997054636 2.08277569835844 3 22.70977 21.06406 20.58825 20.05947 0.366884 0.059243 120094
150.533381618343 2.08990853256129 6 24.42052 23.89586 22.15944 20.8539 nan nan 120094
160.285709080714 58.2448686034326 3 22.97272 22.71938 22.77003 22.48613 0.300927 0.207625 120113
160.286196940267 58.2379370383046 3 22.86889 22.17792 21.60366 21.60487 0.51324 0.113948 120113
160.287710466991 58.2336205797948 3 19.01179 18.41648 18.04484 17.82423 0.121796 0.025113 120113
160.294237262369 58.2366385923587 3 18.49825 18.13363 17.88335 17.67801 0.065713 0.022437 120113
160.295945568829 58.2397638109147 6 23.25776 21.65634 20.33273 19.75729 nan nan 120113
160.296435709804 58.2331552589336 6 25.44874 24.36046 25.22261 22.55565 nan nan 120113
160.309573464388 58.2316642485641 3 19.59831 18.88128 18.47928 18.22697 0.121066 0.038629 120113
160.312836764341 58.2298969259056 6 24.42176 24.09618 22.12944 21.93808 nan nan 120113
160.311437003074 58.2386856838899 3 23.69375 23.1867 21.94559 21.61203 0.768918 0.068747 120113
163.672555203817 58.6289007008124 3 22.26444 20.55 19.80065 19.15282 0.465666 0.03741 120143
163.67630113291 58.6190693700595 3 22.44004 21.27549 20.9458 21.39584 0.339169 0.145934 120143
163.677531390119 58.6334726860257 6 24.55261 23.43183 22.29065 21.74332 nan nan 120143
163.682080919723 58.6268797565506 3 21.54229 21.1902 20.86768 20.84381 0.213553 0.116642 120143
163.694275325113 58.6262903825672 3 21.82089 21.36274 20.44693 20.32124 0.764479 0.062512 120143
163.698275800125 58.6200297080328 6 23.74615 22.88681 22.62916 22.78646 nan nan 120143
150.810278404378 3.40313667722811 6 13.97964 13.68612 13.61211 13.63535 nan nan 120175
150.811346188594 3.40390746378144 6 20.13886 19.48186 18.63925 22.87876 nan nan 120175
150.814043362143 3.40315717611381 6 21.8373 20.57873 20.11009 19.86035 nan nan 120175
150.818912426877 3.39811815356805 3 17.62966 17.10103 16.79242 16.58614 0.078931 0.023828 120175
150.820421146426 3.40297538357625 6 24.61057 22.10792 20.99568 20.07281 nan nan 120175
150.824413085494 3.40017492384984 6 22.81159 22.83491 23.15394 21.91927 nan nan 120175
149.176244522871 0.92196361829671 3 21.58538 20.81447 20.4439 20.5497 0.521422 0.142989 120215
149.177913189591 0.930225803015225 3 17.07457 16.43267 16.06024 15.8072 0.085885 0.019507 120215
149.173787358128 0.933048842774532 3 22.29575 21.80658 21.76367 22.04077 0.260377 0.10732 120215
149.181365207802 0.927347408171304 3 22.57978 24.31961 22.83595 23.47799 -9999.0 -9999.0 120215
149.182854599706 0.929002619419774 3 22.53363 20.59839 19.60736 19.31974 0.521348 0.037211 120215
149.169685864013 0.932845441833975 3 23.54936 22.47693 22.14597 21.49579 0.427623 0.116493 120215
149.177808897914 0.934344728278842 3 23.49711 21.66605 22.02257 20.92508 0.310966 0.075281 120215
149.178530540976 0.923095441603639 6 23.56469 23.82011 21.78478 23.89286 nan nan 120215
149.185462691525 0.93205761114844 3 23.09233 21.11833 20.34309 19.86782 0.458188 0.033297 120215
150.810604343525 3.47165506281347 3 23.29353 22.13956 22.52846 21.48024 0.304572 0.089998 120225
150.811371035681 3.47893837218477 3 25.64447 24.25499 24.4451 20.02647 -9999.0 -9999.0 120225
150.81264026557 3.46981913684036 3 22.51489 22.90217 22.65932 21.43572 -9999.0 -9999.0 120225
150.814753378871 3.47104697078682 6 23.05456 21.43504 19.94244 19.01843 nan nan 120225
150.81502102193 3.47577593445452 6 25.458 24.42368 23.61571 22.55832 nan nan 120225
150.81699399752 3.47725153403497 3 17.6881 16.66755 16.25465 15.89699 0.116623 0.008129 120225
150.817504073326 3.47469823550157 6 24.69488 24.76734 23.60125 21.14815 nan nan 120225
36.4285760693722 -3.20119195417182 6 21.52795 20.04428 19.1365 18.58096 nan nan 120243
36.4289867681183 -3.18941761127613 6 20.62638 19.29937 18.6543 18.31395 nan nan 120243
36.4337948082076 -3.19654847562701 3 22.74542 21.50883 20.86811 20.07628 0.534671 0.118965 120243
36.434093151341 -3.20219821070598 3 22.78506 21.05703 20.80844 20.30379 0.424637 0.088853 120243
36.4346231017967 -3.19621483264478 3 21.65285 20.46819 20.15026 20.27014 0.407951 0.096529 120243
36.4359375813936 -3.19407620901886 3 22.03288 20.38787 19.70949 19.28159 0.413124 0.047987 120243
36.4373488997847 -3.20426936480463 3 25.17052 23.45164 24.57443 22.63399 0.446123 0.098599 120243
36.4388878880878 -3.20176271419197 6 20.31739 19.59199 19.32993 19.21024 nan nan 120243
36.4395192337644 -3.20394258174884 3 22.00909 21.32707 20.96595 20.60895 0.530038 0.148103 120243
36.4384973065214 -3.19080792837683 6 19.51053 18.09484 16.73911 16.02534 nan nan 120243
36.4385826493795 -3.19414993736685 6 24.92684 24.62991 24.02928 23.36832 nan nan 120243
162.37097597199 56.711254137109 6 23.47172 23.15868 21.95658 21.65014 nan nan 120333
162.381002573067 56.7104560338983 3 21.64906 21.10741 21.45252 20.46864 0.333092 0.111939 120333
162.381212197436 56.7181911930703 3 21.41811 20.91647 20.54526 20.34967 0.199647 0.077627 120333
162.392409661569 56.711203463566 3 15.99534 15.12972 14.758 14.41168 0.047883 0.009961 120333
149.076924264484 1.40203871826021 6 25.37264 22.37851 20.88406 19.68278 nan nan 120336
149.078161874498 1.40257770225177 6 24.41393 22.80976 22.86182 22.21235 nan nan 120336
149.0784150271 1.40128805144751 6 23.39473 21.91016 20.66977 20.21265 nan nan 120336
149.07965066054 1.40298334921217 3 23.53248 22.79901 21.39025 21.06253 0.77256 0.071127 120336
149.082158557921 1.40921594146227 3 22.76952 22.00861 21.66901 21.70166 0.441087 0.161239 120336
149.083206776654 1.40672679588803 3 25.11438 24.80203 24.36181 18.05257 -9999.0 -9999.0 120336
149.084943795735 1.40699729116807 6 14.89925 15.14434 13.84874 13.70701 nan nan 120336
149.085334138515 1.40460539074063 3 21.30332 20.68649 20.3384 20.89368 0.23456 0.092739 120336
149.087043729445 1.40138597305037 3 22.93913 22.27726 21.96491 22.69342 0.116871 0.104437 120336
149.088563537153 1.40489555586852 6 23.34331 24.23725 23.20991 22.11563 nan nan 120336
149.089097585739 1.40806236326219 6 24.64015 23.70186 21.95714 22.03179 nan nan 120336
149.089396455179 1.40280170100515 6 22.47024 20.9978 19.9192 19.33698 nan nan 120336
150.994286485068 2.26312993037346 3 24.34346 21.56533 20.82696 20.26541 0.467573 0.029693 120369
150.995551012032 2.26282244007084 3 21.63402 20.81481 20.34015 20.58494 0.351876 0.147424 120369
150.99735557988 2.25494792712209 6 23.13878 22.23183 23.43411 21.55693 nan nan 120369
150.999245160711 2.26717746424879 3 23.23322 21.62997 21.11361 20.62429 0.399909 0.063263 120369
151.000973073129 2.26628742484144 3 22.55542 22.46796 21.69755 21.90772 0.261021 0.184518 120369
149.624061663917 2.86841647227616 3 21.6907 20.56447 20.12365 19.83071 0.405745 0.092641 120400
149.626692501476 2.87353781700218 6 22.57922 21.21597 20.02463 19.27714 nan nan 120400
149.628925821838 2.87365426839219 6 23.67208 23.50548 21.94981 21.4471 nan nan 120400
149.629140695858 2.87096058949368 6 22.76564 21.86416 21.27169 20.61662 nan nan 120400
149.629659969886 2.87527381238748 3 25.88166 24.31128 22.79249 22.87654 -9999.0 -9999.0 120400
149.631438511212 2.86817861657729 3 19.83735 18.24681 17.71998 17.34708 0.295066 0.022308 120400
149.633514118592 2.87441175643807 3 21.83941 20.46256 19.90384 19.51878 0.395595 0.074853 120400
149.63589824944 2.87503165984553 3 22.6606 21.40725 20.54503 19.87462 0.536375 0.061975 120400
149.183679384851 0.972510567049344 3 23.77267 23.36641 21.17541 22.5882 0.77137 0.141165 120419
149.184239302414 0.968381648412237 3 18.22388 17.15042 16.67307 16.30738 0.147013 0.014626 120419
149.184965103755 0.966442791064636 6 24.70241 23.32898 22.35296 22.63836 nan nan 120419
149.185431891837 0.972932347983494 3 20.80008 20.54397 20.14089 20.14257 0.113316 0.058465 120419
149.185827446296 0.962240358113513 3 19.72132 18.89328 18.45224 18.13907 0.139367 0.03597 120419
149.18647585652 0.965287258451729 6 20.22584 19.39321 19.0314 18.92887 nan nan 120419
149.188254620725 0.968514470571141 3 19.91813 19.64149 19.3514 19.65271 0.100124 0.039642 120419
149.194786435737 0.971747165275994 3 19.57489 19.19126 18.76989 18.48699 0.084495 0.029838 120419
149.195204820783 0.969819696026436 6 22.95385 21.81966 21.29482 21.0811 nan nan 120419
149.190205485074 0.966140181696049 6 22.5244 21.0435 19.91017 19.21912 nan nan 120419
35.765312465718 -3.60741807652411 6 22.90695 22.89265 24.15849 22.13668 nan nan 120585
35.7738834445831 -3.60293102008482 6 15.07003 13.94114 14.23416 13.7919 nan nan 120585
35.7755959862661 -3.60494767763588 3 22.7663 23.5103 20.93215 20.47602 0.308029 0.14362 120585
35.7782428105342 -3.60239361452217 6 25.15994 22.63169 24.00332 22.94847 nan nan 120585
35.7806598439316 -3.61369291453861 3 22.54052 21.81277 23.47103 20.88324 -9999.0 -9999.0 120585
162.501902260949 56.6883807013938 3 24.35321 24.75769 24.372 20.16661 0.712063 0.161908 130150
162.515198214734 56.6863796230066 3 21.18707 20.32285 19.98169 19.56032 0.391025 0.095776 130150
162.516910767687 56.6920725896648 3 18.80221 17.79912 17.38065 17.07984 0.231499 0.023901 130150
162.518742121707 56.6850273489062 3 23.65681 22.45704 20.94981 20.61528 0.596821 0.065264 130150
162.519332269243 56.689198503349 3 22.54045 21.84415 21.72376 21.93977 0.472562 0.149595 130150
162.523595185375 56.687887224545 6 25.46425 25.79421 24.47174 20.85104 nan nan 130150
162.525171669798 56.6844122230129 3 23.28047 21.82226 21.21019 20.77062 0.462758 0.084775 130150
213.224873921681 52.7408866741159 6 22.88683 22.43144 22.10332 22.3869 nan nan 130308
213.227997731107 52.7372433727708 3 22.49175 21.99119 21.44125 21.36465 0.724952 0.153953 130308
213.231949298973 52.7459921941055 3 18.02192 17.16958 16.71138 16.38254 0.107154 0.023992 130308
213.234290745673 52.7416286512663 6 22.90918 22.00636 22.21033 22.10224 nan nan 130308
213.236000991265 52.7463669613496 6 24.38244 22.69391 21.53878 21.11163 nan nan 130308
213.237018345237 52.7435813602021 3 17.95799 17.10107 16.61729 16.25793 0.091342 0.020606 130308
213.247815946158 52.7419418779732 3 19.02757 18.5418 18.3227 18.00887 0.090337 0.03733 130308
213.238141424457 52.7383159408859 3 21.26885 20.4649 20.54678 20.143 0.196199 0.101432 130308
213.239906097507 52.7390522362227 3 24.77544 24.34768 22.13714 21.74293 0.028136 0.094214 130308
213.238128823318 52.7479862481714 3 22.44835 21.65112 21.20184 20.40445 0.486597 0.160072 130308
213.23793374077 52.7356982981367 6 23.23109 22.77024 21.89537 23.73993 nan nan 130308
211.317336159263 53.1264428467303 3 19.88311 18.91276 18.46212 18.19681 0.204312 0.036884 130327
211.318139319921 53.1227974702644 6 24.43491 24.38613 21.69196 22.21629 nan nan 130327
211.324269702752 53.1294734042583 3 24.60208 22.83783 21.45807 20.47398 0.817498 0.066399 130327
211.324923173174 53.1167502390433 6 23.38014 24.0929 21.94963 21.87595 nan nan 130327
211.329231912804 53.1242205639414 3 17.87827 17.37232 17.04893 16.84846 0.080526 0.020441 130327
211.334850678532 53.1220190817919 3 22.40573 20.55904 19.69985 19.19797 0.487187 0.025883 130327
211.341679110831 53.1200945769254 3 25.18725 22.29787 21.40632 21.80944 0.448598 0.088698 130327
130.220615564329 44.7973262889852 3 22.20816 21.73438 21.68538 21.23798 0.215516 0.092746 130514
130.227625828135 44.7976701171998 3 22.10511 21.07126 20.31199 19.85425 0.614609 0.053269 130514
130.232254753158 44.7912010451871 3 19.15356 18.62785 18.32696 18.30596 0.10947 0.033078 130514
130.234180334734 44.7920864396178 6 18.17029 16.72595 15.96603 15.56843 nan nan 130514
130.235928927394 44.7870970818424 3 21.76739 20.9514 20.3095 20.25838 0.588139 0.091188 130514
130.235986445254 44.7950459996241 3 22.94515 21.18012 20.5353 20.29536 0.409927 0.042958 130514
130.238777385923 44.7944023328136 6 24.4451 23.56531 22.27212 21.59036 nan nan 130514
130.242803750084 44.785006151898 6 23.26414 23.45314 22.6203 20.95712 nan nan 130514
183.722835498559 46.5827248229724 6 25.51623 24.55635 24.46775 22.09195 nan nan 130755
183.725212948171 46.5738817121071 3 23.64656 21.89938 22.30121 20.82563 0.411971 0.094711 130755
183.727483768062 46.5720624645771 3 22.39992 22.15765 22.00441 21.67361 0.776318 0.212234 130755
183.729237656216 46.582743193367 6 23.64455 22.66104 23.44217 21.94017 nan nan 130755
183.732596526298 46.5842649017319 3 24.16395 22.32766 21.37411 20.6226 0.675878 0.054316 130755
183.733219352098 46.5751423822339 3 22.16512 20.54867 20.94608 24.90512 -9999.0 -9999.0 130755
183.737876518065 46.5701095742987 6 24.39484 25.26532 25.49028 21.7965 nan nan 130755
183.739225906049 46.582700413121 3 19.55358 18.63424 18.22554 17.97881 0.227351 0.027064 130755
185.627330409852 47.3344672769654 6 20.98859 20.85476 20.66864 20.36557 nan nan 130812
185.643786107648 47.3284519034686 6 25.34554 23.99603 22.55844 21.23796 nan nan 130812
185.646462948897 47.3329934507955 3 25.26719 22.88755 22.80184 22.99611 0.241888 0.097677 130812
185.647363187291 47.3308210009847 6 15.5642 14.27375 14.06215 13.43902 nan nan 130812
185.64866607046 47.3279562762262 3 25.28444 23.29305 22.61119 23.1805 0.371084 0.11527 130812
185.414322011655 47.3751398938852 6 21.82574 21.40551 21.5507 21.45329 nan nan 130816
185.425730071958 47.3830106735788 3 21.17375 20.84589 20.77468 20.58664 0.200855 0.129834 130816
185.428803350173 47.3765246735402 6 21.15519 20.84563 20.6833 20.74127 nan nan 130816
185.430769561873 47.3850666422331 3 24.50428 23.27861 22.28845 22.85925 0.600146 0.134688 130816
185.435828335679 47.3814838590618 3 23.27387 22.34426 22.06243 21.93165 0.411001 0.119214 130816
185.436368653441 47.386139082538 3 23.21363 22.16119 21.0034 20.56787 0.683919 0.072321 130816
185.253749734709 47.635837092975 3 27.02942 17.9444 16.38347 24.17551 -9999.0 -9999.0 130846
185.255084800616 47.6383822198949 6 12.73348 11.90255 11.60874 12.50926 nan nan 130846
185.261816496935 47.6299962505003 3 18.27454 17.55568 17.13708 16.83661 0.092364 0.022665 130846
185.262351583975 47.6369410928085 6 24.15368 22.67764 22.12158 21.6592 nan nan 130846
185.262805990484 47.636615129837 6 24.67309 22.13518 22.32868 22.73053 nan nan 130846
185.269661848219 47.6344331009941 6 22.25395 22.52255 22.70284 23.7847 nan nan 130846
185.271614299866 47.6321556556922 3 20.56869 19.45029 19.02325 18.62668 0.320174 0.06404 130846
185.271978557749 47.6375818200038 3 22.85396 21.99939 22.00452 21.02742 0.499875 0.10878 130846
183.992580142745 47.9189505567077 3 21.19462 19.98438 19.61055 19.25485 0.388718 0.072183 130862
183.993894539057 47.9159023370372 6 25.13662 23.22213 21.23783 20.39849 nan nan 130862
183.994953330863 47.9252149587894 3 23.64638 22.31448 21.20054 20.16818 0.57984 0.069371 130862
183.998218081271 47.9246937684473 3 22.95416 21.98524 21.68612 21.877 0.598658 0.132544 130862
184.002398732966 47.9237193158464 6 24.63918 25.45901 22.67106 23.02092 nan nan 130862
184.013708926868 47.9276997033294 3 25.29267 22.00526 20.63229 19.83578 -9999.0 -9999.0 130862
184.005320770495 47.9225694976599 3 25.00869 27.91074 25.75462 19.09557 -9999.0 -9999.0 130862
184.013624385085 47.9163453301941 3 23.20271 22.46244 20.81879 21.14636 0.512856 0.128157 130862
242.265521604967 54.1298822374561 3 21.77786 20.74194 20.3271 20.08159 0.326765 0.12724 130913
242.270879620883 54.1249749081318 3 24.1013 22.60231 21.62866 21.633 0.519766 0.066393 130913
242.271323325358 54.1290894956118 6 21.56838 21.25367 21.03791 20.80217 nan nan 130913
242.273115528721 54.1221249410636 3 21.87698 21.33398 20.87189 20.23484 0.529604 0.195343 130913
242.274910101914 54.1240710185327 6 21.2113 19.76194 18.38865 17.61708 nan nan 130913
240.34571697394 55.23732829357 3 22.31017 21.75501 21.88778 21.62305 0.610852 0.135669 130942
240.345810097331 55.234694892813 3 25.19734 22.35366 21.61403 22.07632 0.388181 0.112081 130942
240.348286141051 55.2339415461996 3 21.63777 20.77117 20.62755 20.40769 0.357418 0.086717 130942
240.350257185806 55.244702280868 3 23.05221 22.90768 21.71485 21.47332 0.36081 0.173861 130942
240.359745169267 55.2406654821866 3 23.13583 22.00744 21.85128 21.67605 0.383621 0.081265 130942
240.372584555779 55.2402302209518 3 22.79146 21.78924 21.97352 22.72239 0.288643 0.071804 130942
242.695566578822 55.2532328768498 3 23.93964 21.29862 20.15159 19.91246 0.483161 0.040274 130943
242.705340092845 55.2516244388153 3 22.16584 20.95745 20.61743 19.81326 0.393999 0.093135 130943
242.709262135475 55.2498315732562 3 23.75798 22.21248 22.31415 21.74713 0.383136 0.071904 130943
242.71698781279 55.2596909439979 6 17.04382 24.91988 25.35455 23.01898 nan nan 130943
242.717488560289 55.2591083260661 6 16.97576 24.67953 24.59451 22.7303 nan nan 130943
242.718169660949 55.2583168297967 3 16.57157 23.92913 24.77183 23.03939 -9999.0 -9999.0 130943
242.71913440654 55.257161487187 3 16.44047 24.25709 25.77235 21.74669 -9999.0 -9999.0 130943
242.719793058878 55.2563298195645 6 16.9088 24.37995 23.61214 22.71974 nan nan 130943
245.322773940859 55.0132461210626 6 14.8572 15.65032 14.33291 14.30074 nan nan 130945
245.326026616937 55.0108494958894 3 18.92735 18.01548 17.58427 17.29993 0.138244 0.030483 130945
245.327078421523 55.0094867216234 6 24.61724 24.13597 24.08213 22.4087 nan nan 130945
245.330776523349 55.0100115433815 3 22.42346 21.47244 20.85498 21.04745 0.353226 0.140148 130945
245.333573632049 55.0066576029622 3 19.92965 18.75559 18.32824 17.97017 0.186998 0.027931 130945
245.334868646336 54.9976313645399 3 23.25334 21.75266 20.67351 20.09554 0.604966 0.04134 130945
245.33558506084 55.0084657681758 3 20.6034 19.65875 19.3449 19.05607 0.379318 0.055565 130945
245.336648728822 55.0054282333893 3 21.52961 20.3416 19.95319 19.57349 0.332305 0.097152 130945
245.33737454863 55.0035419488839 6 20.96892 19.87933 19.4699 19.37318 nan nan 130945
245.33892329494 55.0009899645729 3 22.95508 22.1208 22.1423 21.40388 0.425624 0.09201 130945
245.341003782734 55.0067588846262 6 21.36389 20.44989 20.14304 19.86301 nan nan 130945
245.344943418169 55.0101725902127 6 24.10969 22.19173 20.47145 19.41844 nan nan 130945
245.349031012148 55.0064723150336 3 24.23513 22.47643 21.08489 20.14475 0.829957 0.074562 130945
245.343171960174 55.0018208143742 6 24.26562 22.55545 21.59478 20.89038 nan nan 130945
184.051425561409 46.3453102126472 6 24.2627 22.25968 20.74261 19.89225 nan nan 131014
184.054173298959 46.3456572944045 3 23.75632 22.08293 22.12539 22.82123 0.479108 0.110556 131014
184.060019220469 46.3474930403814 3 15.93114 15.31728 14.95628 14.70295 0.054526 0.010362 131014
184.060741697066 46.3414308379262 6 22.77266 21.62582 20.98764 20.76616 nan nan 131014
184.060942962949 46.3463370225535 6 21.6153 21.90646 22.28984 22.8269 nan nan 131014
184.067486811588 46.3433299783725 6 16.5321 15.32089 14.86319 14.58803 nan nan 131014
184.067205250948 46.3515458523366 6 18.29452 18.10807 18.01489 18.0185 nan nan 131014
184.063501291269 46.349892435494 3 21.7545 21.2266 20.9548 21.40924 0.425881 0.113491 131014
184.066321561902 46.3476105847518 6 22.28963 21.3298 21.50425 20.9871 nan nan 131014
184.066824596808 46.3469643422454 6 24.40012 23.53566 22.26511 23.16875 nan nan 131014
184.062549462356 46.3415816351656 6 23.15394 22.93342 23.02047 21.48696 nan nan 131014
184.065267246721 46.3398514751016 3 22.55058 20.7902 19.84767 19.37363 0.521349 0.03033 131014
184.061224052143 46.3524678156761 3 23.74676 23.87503 21.72958 22.06731 0.383088 0.152144 131014
184.23553761767 46.3155004637309 3 20.81633 20.41357 20.37518 20.98437 0.062574 0.07172 131015
184.239432244142 46.313766678389 3 21.63531 20.88124 20.42613 20.19474 0.333841 0.141141 131015
129.485188328751 43.8105468263501 3 22.37237 21.27626 20.93258 21.29091 0.556286 0.144296 131089
129.48519207575 43.8083826631654 3 23.01014 22.39058 21.14256 21.81257 0.465994 0.134551 131089
129.486204645627 43.8048549959633 3 22.74885 21.65142 21.1935 23.32015 -9999.0 -9999.0 131089
129.487626621948 43.8127371593307 6 23.07432 21.47906 20.34363 19.80409 nan nan 131089
129.487893105441 43.8094085857556 6 24.53171 23.1315 21.93814 22.47153 nan nan 131089
129.488141523344 43.8019017680683 3 23.69032 21.82058 20.87747 20.55641 0.518828 0.034036 131089
129.489020869971 43.8029784704891 3 24.52018 22.45573 21.79419 21.46942 0.389166 0.047375 131089
129.490292413014 43.8057179333132 6 24.64294 22.96516 21.26752 20.6185 nan nan 131089
129.490653018397 43.8101378193316 6 15.26866 14.61059 14.37468 14.26182 nan nan 131089
129.49159261662 43.802264752746 6 24.61822 23.22082 22.29582 22.75029 nan nan 131089
129.492724167472 43.8066893391848 3 23.51841 21.73432 20.60522 20.30418 0.627215 0.051371 131089
129.493040510698 43.8014525032622 6 24.41169 22.34915 20.88437 20.36342 nan nan 131089
129.494509173875 43.8055929372933 3 17.22478 16.68767 16.36756 16.23285 0.072252 0.013703 131089
149.294088195754 2.54368761198101 3 26.1857 25.46102 25.4162 20.51173 -9999.0 -9999.0 131094
149.295493141058 2.5413950847537 3 22.78149 21.72318 21.18751 21.14616 0.503848 0.097031 131094
149.296189031216 2.54484750666018 3 20.78594 20.23475 20.02394 19.77254 0.17313 0.071483 131094
149.297386314753 2.5447078181829 6 22.81373 22.8263 22.38458 22.84184 nan nan 131094
149.298125903716 2.54457724890302 3 19.29771 18.45545 18.02471 17.64319 0.110131 0.02924 131094
149.301702524461 2.54444113774461 6 21.83172 20.46185 19.43258 18.88587 nan nan 131094
130.288101894452 43.3771479542303 3 23.28304 22.11279 21.40417 21.4001 0.443826 0.126421 140103
130.298543610012 43.3772488841125 3 22.80543 22.19908 21.84868 21.20114 0.417404 0.148173 140103
130.298963415671 43.3815035635069 3 19.60432 19.27912 19.12535 19.03048 0.078747 0.049094 140103
130.301661070462 43.374667225748 3 20.76466 20.28503 20.21246 20.8602 0.122179 0.066461 140103
130.302684640251 43.3862380421671 6 25.11348 23.50448 22.13505 20.87821 nan nan 140103
130.305647573725 43.3730968764027 6 21.17931 19.78299 19.20361 18.80896 nan nan 140103
130.305996345217 43.3888785066616 3 23.24836 22.77314 21.6294 21.95301 0.431076 0.141441 140103
130.309284578975 43.3874998733465 3 22.88172 21.79581 21.70963 21.98734 0.745147 0.121521 140103
162.379269981859 57.617974548677 3 21.57189 20.7128 20.53627 20.20365 0.377901 0.070857 140152
162.399836784701 57.6088669582354 3 22.31819 21.4676 20.94093 20.76838 0.522903 0.144874 140152
183.731031346222 46.844279714009 3 22.39849 22.00897 21.63891 21.59676 0.189312 0.066591 140181
183.732683919094 46.8415251798524 3 23.1855 22.35531 22.53014 22.81541 0.652237 0.127947 140181
183.735363862825 46.8403718714336 3 22.66043 22.46739 22.53302 22.62447 0.519288 0.174337 140181
183.735694091959 46.8374280791202 3 21.02517 19.96421 19.49438 19.16973 0.220782 0.070029 140181
183.737584675901 46.8446122946021 3 18.2257 17.69509 17.39817 17.25857 0.095798 0.029471 140181
183.741144362846 46.8463695531851 3 21.00982 20.37242 20.11642 20.00578 0.266674 0.0709 140181
183.739731291854 46.8517285585265 6 19.358 18.03471 17.47214 17.09224 nan nan 140181
183.74583679414 46.8514666002213 3 23.31483 21.53086 21.30935 20.35345 0.383222 0.075885 140181
183.743015885418 46.8518267803328 3 22.41692 21.8328 21.24617 21.60535 0.257982 0.15223 140181
214.614766203023 53.731365792364 3 23.17226 21.67871 20.65751 20.28323 0.563525 0.037397 140357
214.622312463996 53.7222708543733 3 24.57442 24.01038 21.75686 20.67942 0.699226 0.085142 140357
214.622943674413 53.7316844506381 3 24.18403 22.15999 22.44988 21.47933 0.508914 0.070944 140357
214.624614747014 53.7252434614901 3 20.25521 19.80038 19.66513 19.18435 0.129922 0.059509 140357
214.632096613615 53.7277976561148 3 22.89723 23.31914 22.67904 22.18084 -9999.0 -9999.0 140357
214.634374181153 53.727353711949 6 23.78752 22.72861 23.10973 21.90401 nan nan 140357
214.634702793131 53.7320319212029 3 22.05856 21.26845 20.80578 20.87627 0.478943 0.143386 140357
