"Name","R.A.","Dec.","z","Type","Phot.","Spec."
"SN2010bd","12:19:37.533,12:19:37.53,12:19:37.529,12:19:37.532","+46:01:56.03,+46:01:56.0,+46:01:55.99,+46:01:55.98","0.057,0.057,0.057","II P","1",""
"SN2010bi","11:04:25.49,11:04:25.490","+04:50:17.6,+04:50:17.59","0.0257","II","1",""
"SN2010bk","12:27:38.47,12:27:38.470","-08:16:39.3,-08:16:39.29","0.01,0.01","II","1",""
"SN2010bo","15:56:22.57,15:56:22.570","-31:32:09.8,-31:32:09.82","0.02","II","1",""
"SN2010bs","12:21:41.46,12:21:41.460","+40:51:19.2,+40:51:19.19","0.023,0.023","II","1",""
"SN2010ck","14:04:11.29,14:04:11.290","+33:18:22.2,+33:18:22.21","0.0273","II","1",""
"SN2010cl","09:50:12.32,09:50:12.319","-12:03:09.2,-12:03:09.22","0.0091","II","1",""
"SN2010co","20:08:54.92,20:08:54.919","-56:23:40.8,-56:23:40.81","0.014,0.014","II","1",""
"SN2010ct","10:44:50.02,10:44:50.021","+06:36:05.3,+06:36:05.29","0.0277","II","1",""
"SN2010cu","13:20:35.36,13:20:35.359","+34:08:22.2,+34:08:22.20","0.0233","II","1",""
"SN2010cx","13:00:31.43,13:00:31.430","+41:44:44.4,+41:44:44.41","0.03,0.03","II","1",""
"SN2010D","10:31:44.28,10:31:44.280,10:31:44.3","+46:40:05.0,+46:40:05.02","0.0248","II","1",""
"SN2010dr","23:52:13.04,23:52:13.039","+47:23:42.5,+47:23:42.50","0.0177","II","1",""
"SN2010du","18:13:58.75,18:13:58.750","+21:30:15.7,+21:30:15.70","","II","1",""
"SN2010dx","21:15:11.09,21:15:11.090","-47:13:34.3,-47:13:34.28","0.0165","II","1",""
"SN2010ee","13:40:17.99,13:40:17.990","+26:21:11.9,+26:21:11.92","0.028,0.028","II","1",""
"SN2010ei","14:54:07.69,14:54:07.690","+42:32:54.6,+42:32:54.60","0.019","IIb","1","1"
"SN2010ej","14:13:56.74,14:13:56.741","+31:32:25.1,+31:32:25.12","0.0523","IIb","1","1"
"SN2010ek","22:48:40.96,22:48:40.961","+27:37:11.4,+27:37:11.39","0.032,0.032","IIb","1","1"
"SN2010em","22:54:20.33,22:54:20.330","+11:46:54.7,+11:46:54.70","0.0283","II","1",""
"SN2010fk","16:11:19.41,16:11:19.411,16:11:19.406,16:11:19.410","+53:38:15.0,+53:38:15.00,+53:38:14.98,+53:38:14.94","0.14,0.14","II","1",""
"SN2010fv","15:13:06.52,15:13:06.521","+41:16:05.5,+41:16:05.48","0.0291","II","1",""
"SN2010fw","17:47:32.41,17:47:32.410","+64:01:24.3,+64:01:24.31","0.0272","II","1",""
"SN2010gf","01:01:21.14,01:01:21.139","+31:30:46.4,+31:30:46.40","0.0186","II","1",""
"SN2010gg","22:31:25.47,22:31:25.471","-19:01:54.8,-19:01:54.80","0.025,0.025","II","1",""
"SN2010gh","15:05:13.46,15:05:13.459","-43:30:59.6,-43:30:59.62","0.0157","II","1",""
"SN2010gi","17:21:46.03,17:21:46.099,17:21:46.06","+75:50:44.4,+75:50:44.30,+75:50:44.5","0.0041,0.0041","II","1",""
"SN2010gq","00:17:25.70,00:17:25.699","-00:58:37.7,-00:58:37.70","0.0181","II","1",""
"SN2010gw","20:23:25.31,20:23:25.310","-71:34:04.9,-71:34:04.91","0.0139","II","1",""
"SN2010hb","03:07:01.66,03:07:01.661","+46:37:20.2,+46:37:20.21","0.0167","II","1",""
"SN2010hc","19:55:08.24,19:55:08.2,19:55:08.239,19:55:08.16","-39:21:58.5,-39:21:59,-39:21:58.50,-39:21:58.32","0.020223","IIb","1",""
"SN2010hd","22:41:51.84,22:41:51.8,22:41:51.840,22:41:52.08","-46:05:45.4,-46:05:45,-46:05:45.38,-46:05:44.52","0.033,0.033","IIn","1",""
"SN2010hf","06:37:19.77,06:37:19.771","+56:22:57.8,+56:22:57.79","0.0273","II","1",""
"SN2010hp","00:18:50.01,00:18:50.011","-10:21:40.6,-10:21:40.61","0.0273","II","1",""
"SN2010hq","07:08:03.35,07:08:03.350","+15:11:10.0,+15:11:10.00","0.0073,0.0073","II","1",""
"SN2010hv","23:24:25.30,23:24:25.301","-19:02:14.4,-19:02:14.39","0.0243","II","1",""
"SN2010hw","17:04:50.19,17:04:50.191","+12:55:36.4,+12:55:36.41","0.0322","II","1",""
"SN2010ib","01:25:47.54,01:25:47.539","-01:22:29.7,-01:22:29.71","0.0188","II","1",""
"SN2010ic","22:19:04.35,22:19:04.349","+33:19:46.9,+33:19:46.88","0.0164","II","1",""
"SN2010ie","07:08:23.71,07:08:23.710","+35:10:11.2,+35:10:11.21","0.0158","II","1",""
"SN2010ik","00:12:07.65,00:12:07.471,00:12:07.48","+41:45:24.4,+41:45:24.91,+41:45:24.6","0.017,0.025","II","1",""
"SN2010ir","06:57:23.79,06:57:23.791","-24:43:10.5,-24:43:10.49","0.0086,0.0086","II","1",""
"SN2010iz","06:49:50.94,06:49:50.940","+28:22:22.1,+28:22:22.12","0.0162","II","1",""
"SN2010jc","02:40:13.98,02:40:14.0,02:40:13.970,02:40:13.96,02:40:13.968","-08:46:27.1,-08:46:27,-08:46:25.72,-08:46:26.6,-08:46:27.048","0.0243","II P","1",""
"SN2010ji","01:45:31.91,01:45:31.910","+25:32:15.3,+25:32:15.29","0.013","II","1",""
"SN2010jk","01:12:35.63,01:12:35.630","+15:28:28.5,+15:28:28.49","0.28,0.28","II","1",""
"SN2010js","08:16:49.63,08:16:49.639,08:16:49.66","+60:29:45.8,+60:29:46.00,+60:29:46.1","0.039,0.039","II","1",""
"SN2010jy","23:09:43.58,23:09:43.579","+05:41:56.2,+05:41:56.18","0.042,0.042","II","1",""
"SN2010K","12:02:46.87,12:02:46.870,12:02:46.86","+02:24:06.1,+02:24:06.08,+02:24:06.8","0.02,0.02","II","1",""
"SN2010kb","08:20:47.41,08:20:47.410","+35:53:37.5,+35:53:37.50","0.075,0.075","II","1",""
"SN2010kh","20:59:46.73,20:59:46.730","-01:53:43.9,-01:53:43.91","0.0195","II","1",""
"SN2010kp","04:03:38.85,04:03:38.861","+70:45:15.7,+70:45:15.70","","II","1",""
"SN2010ku","11:39:04.78,11:39:04.781","-00:12:40.2,-00:12:40.21","0.0181","II","1",""
"SN2010kv","08:05:51.07,08:05:51.070","+12:28:32.4,+12:28:32.41","0.0366","II","1",""
"SN2010kx","23:23:46.37,23:23:46.370","-29:23:10.0,-29:23:10.00","0.0231","II P","1",""
"SN2010ky","00:40:04.97,00:40:04.970","-06:36:16.5,-06:36:16.49","","II","1",""
"SN2010la","02:24:15.37,02:24:15.370","-15:51:11.6,-15:51:11.59","","II","1",""
"SN2010lb","03:19:57.50,03:19:57.499","-14:47:07.9,-14:47:07.91","","II","1",""
"SN2010lg","22:56:40.22,22:56:40.219","+38:10:43.8,+38:10:43.79","","II","1",""
"SN2010ls","13:40:51.56,13:40:51.559","-48:23:03.1,-48:23:03.08","0.0095","II","1",""
"SN2010lx","04:44:44.57,04:44:44.570","-22:12:19.1,-22:12:19.12,-22:12:19.2","0.1,0.1","II","1",""
"SN2010M","03:21:37.59,03:21:37.589","+26:36:50.3,+26:36:50.29","0.06,0.06","II","1",""
"SN2010Z","09:16:21.30,09:16:21.300","+17:43:40.6,+17:43:40.58","0.026,0.026","II","1",""
"SN2011ab","01:09:52.97,01:09:52.970","+15:59:43.3,+15:59:43.30","0.075","II P","1",""
"SN2011af","02:25:54.36,02:25:54.360","+10:23:11.1,+10:23:11.11","0.064","IIn","1",""
"SN2011ak","12:00:49.46,12:00:49.459","+31:52:49.7,+31:52:49.69","0.0268","II P","1",""
"SN2011aq","02:42:48.14,02:42:48.139,02:42:48.13","+28:34:25.8,+28:34:25.79,+28:34:25.7","0.0051","II","1",""
"SN2011ar","03:03:25.21,03:03:25.210,03:03:25.20","+04:29:39.9,+04:29:39.91","0.0201","II","1",""
"SN2011as","04:37:06.66,04:37:06.660,04:37:06.65","+43:55:35.3,+43:55:35.29,+43:55:35.2","0.013","II","1",""
"SN2011az","12:53:53.40,12:53:53.429,12:53:53.43","+36:05:19.6,+36:05:19.28,+36:05:19.2","0.014","II P","1",""
"SN2011bi","17:10:05.83,17:10:05.810,17:10:05.80","+42:22:20.3,+42:22:20.10,+42:22:20.1","0.0277","II P","1",""
"SN2011bj","20:52:24.51,20:52:24.511,20:52:24.50","-33:35:54.1,-33:35:54.10,-33:35:54.0","","II P","1",""
"SN2011bn","16:16:42.36,16:16:42.4,16:16:42.360,16:16:42.48","+00:14:29.9,+00:14:30,+00:14:29.90,+00:14:29.94","0.0306","II","1",""
"SN2011bp","11:12:29.96,11:12:29.959,11:12:29.95","+31:23:05.5,+31:23:05.50","","IIb","1","1"
"SN2011bq","18:29:22.36,18:29:22.361","+39:42:34.5,+39:42:34.49","0.019","II","1",""
"SN2011bs","14:36:49.84,14:36:49.841","+23:01:50.4,+23:01:50.41","0.036","II","1",""
"SN2011cd","20:32:12.96,20:32:12.960,20:32:12.89","-08:43:47.1,-08:43:47.10,-08:43:47.0","0.0122","II","1",""
"SN2011cf","09:38:08.28,09:38:08.280,09:38:08.27","+09:31:11.1,+09:31:11.10","0.0111","II","1",""
"SN2011cj","14:32:53.81,14:32:53.810","+11:35:49.3,+11:35:49.31,+11:35:49.2","0.0074","II P","1","1"
"SN2011ck","14:00:46.24,14:00:46.241,14:00:46.32","+48:26:45.4,+48:26:45.38,+48:26:46.4","0.0069","II P","1",""
"SN2011co","09:16:21.65,09:16:21.7,09:16:21.650,09:16:21.64,09:16:21.6","-23:37:17.4,-23:37:17,-23:37:17.40,-23:37:17.3","0.01","II P","1",""
"SN2011cw","14:47:39.55,14:47:39.550","+51:41:04.7,+51:41:04.70","0.04","IIn","1",""
"SN2011cz","12:11:24.09,12:11:24.091","+37:25:52.5,+37:25:52.50","0.06","II P","1",""
"SN2011D","03:02:14.55,03:02:14.6,03:02:14.580,03:02:14.53,03:02:14.592","+17:20:58.6,+17:20:59,+17:20:58.88,+17:20:58.3,+17:20:58.92","0.0231","IIb","1","1"
"SN2011da","12:22:27.91,12:22:27.910","+37:49:39.5,+37:49:39.50","0.06","II P","1",""
"SN2011db","13:49:05.90,13:49:05.899","+17:14:00.5,+17:14:00.49","0.0254","II","1",""
"SN2011dd","10:16:09.65,10:16:09.650,10:16:09.64","-15:47:35.1,-15:47:35.09,-15:47:35.0","0.0116","II P","1",""
"SN2011dg","15:05:09.10,15:05:09.101","-43:30:46.2,-43:30:46.19","0.0157","II P","1",""
"SN2011dk","21:00:42.28,21:00:42.199,21:00:42.20","+17:48:22.5,+17:48:22.00,+17:48:22.0","0.0177","II","1",""
"SN2011dr","20:06:20.26,20:06:20.3,20:06:20.261,20:06:20.16","-42:45:58.1,-42:45:58,-42:45:58.10,-42:45:58.0,-42:45:57.96","0.0181","II P","1",""
"SN2011ds","20:02:20.93,20:02:20.9,20:02:20.930,20:02:20.88","-20:13:13.4,-20:13:13,-20:13:13.40,-20:13:13.3,-20:13:13.44","0.019","II","1",""
"SN2011dt","14:24:36.12,14:24:36.120,14:24:36.11","+35:16:38.7,+35:16:38.71","0.0284","II","1",""
"SN2011du","18:56:42.06,18:56:42.060","+36:38:10.7,+36:38:10.72,+36:38:10.6","0.0587","II","1",""
"SN2011dw","16:31:39.45,16:31:39.451","+41:29:22.9,+41:29:22.88,+41:29:22.8","0.0303","IIb","1",""
"SN2011dy","23:29:20.13,23:29:20.131,23:29:20.12","+03:23:08.6,+03:23:08.59","0.0156","II","1",""
"SN2011E","00:26:19.23,00:26:19.231","-04:29:42.4,-04:29:42.40","0.0133","II","1",""
"SN2011eg","18:42:54.21,18:42:54.209,18:42:54.20","+53:02:41.5,+53:02:41.50","0.028,0.028","II P","1",""
"SN2011ej","22:00:42.26,22:00:42.259","-08:15:42.0,-08:15:42.01","0.042","II P","1",""
"SN2011eo","16:42:25.12,16:42:25.121","+16:49:28.1,+16:49:28.09","0.03","II P","1",""
"SN2011es","13:43:54.95,13:43:54.950","+25:32:52.9,+25:32:52.91","0.05","II P","1",""
"SN2011eu","14:09:15.29,14:09:15.290","-01:10:54.7,-01:10:54.70","0.11,0.11","IIn","1",""
"SN2011ew","15:33:17.58,15:33:17.580","+27:34:28.0,+27:34:27.98","0.07","II P","1",""
"SN2011ey","13:19:19.12,13:19:19.121","-04:51:05.9,-04:51:05.90","0.07","IIn","1",""
"SN2011F","12:37:57.35,12:37:57.350","+34:01:09.0,+34:01:09.01","0.0223","II","1",""
"SN2011fd","06:46:39.85,06:46:39.850,06:46:39.84","+60:21:02.8,+60:21:02.81,+60:21:02.7","0.007","II P","1","2"
"SN2011fj","20:13:55.16,20:13:55.159,20:13:55.15","-01:09:22.2,-01:09:22.21","0.0183","II","1",""
"SN2011fo","20:30:15.88,20:30:15.881","-34:48:32.5,-34:48:32.51","0.0195","II","1",""
"SN2011fq","00:41:51.40,00:41:51.401","+32:59:23.4,+32:59:23.39,+32:59:23.3","0.0186","II","1",""
"SN2011fr","01:29:45.8,01:29:45.799","+18:53:07,+18:53:07.2,+18:53:07.19","0.0596","IIn Pec","1",""
"SN2011ft","17:52:42.98,17:52:42.979","+29:04:10.6,+29:04:10.60","0.0173","IIb","1","2"
"SN2011fv","01:18:07.80,01:18:07.800","+17:33:29.8,+17:33:29.81,+17:33:29.7","0.0424","II","1","1"
"SN2011fx","00:17:59.56,00:17:59.5608,00:17:59.561","+24:33:46.0,+24:33:46.08,+24:33:46.01","0.0193","IIn","1","1"
"SN2011fy","18:39:53.92,18:39:53.930,18:39:53.93","+40:01:44.2,+40:01:43.72,+40:01:43.7","0.024","II P","1","1"
"SN2011gc","18:12:19.24,18:12:19.210,18:12:19.00","+21:31:15.2,+21:31:15.20,+21:31:15.0","0.016","II P","1","1"
"SN2011ge","18:29:40.90,18:29:40.901","+23:04:01.0,+23:04:00.98","0.0138","II","1",""
"SN2011go","06:55:51.00,06:55:51.000","+40:41:46.6,+40:41:46.61,+40:41:46.5","0.0209","II","1",""
"SN2011gp","04:39:08.04,04:39:08.0,04:39:08.040,04:39:08.03","+11:31:51.6,+11:31:52,+11:31:51.60,+11:31:51.5","0.0262","II","1",""
"SN2011gv","19:54:21.42,19:54:21.420","-58:42:39.0,-58:42:38.99","0.0071","II P","1",""
"SN2011gx","05:06:05.76,05:06:05.8,05:06:05.760","-45:03:00.3,-45:03:00,-45:03:00.29,-45:03:00.36","0.0328","II P","1",""
"SN2011hi","13:20:35.380,13:20:35.39,13:20:35.390,13:20:35.38","+34:08:22.23,+34:08:21.7,+34:08:21.70","0.0233","II","1",""
"SN2011hm","02:02:13.38,02:02:13.4,02:02:13.380,02:02:13.632","-06:05:01.6,-06:05:02,-06:05:01.61,-06:05:06","0.0162","II","1","1"
"SN2011hn","09:03:17.45,09:03:17.5,09:03:17.450,09:03:17.52","+30:35:36.4,+30:35:36,+30:35:36.38,+30:35:36.24","0.0144","II P","1","1"
"SN2011hx","02:32:07.96,02:32:07.961","+41:05:00.5,+41:05:00.49","0.015","II","1","1"
"SN2011hy","04:45:05.16,04:45:05.261,04:45:05.26","+72:47:01.9,+72:47:02.62,+72:47:02.5","0.0159","II","1","1"
"SN2011hz","08:52:34.24,08:52:34.241","+55:15:14.2,+55:15:14.18,+55:15:14.1","0.086","Ia","1","1"
"SN2011ib","11:44:39.27,11:44:39.269","+35:58:03.9,+35:58:03.90","0.037","IIn","1","1"
"SN2011if","10:06:11.04,10:06:11.040,10:06:11.03","+25:09:01.5,+25:09:01.51","0.052","II","1","1"
"SN2011ih","02:18:27.82,02:18:27.8,02:18:27.821,02:18:27.81,02:18:28.008","+05:33:16.5,+05:33:17,+05:33:16.49,+05:33:07.2","0.03","II","1","1"
"SN2011in","09:42:11.36,09:42:11.359,09:42:11.35","+04:40:23.1,+04:40:23.09","0.0068","II","1",""
"SN2011ix","01:26:34.69,01:26:34.690,01:26:34.68","+31:37:03.6,+31:37:03.61,+31:37:03.5","0.0452","II","1",""
"SN2011jc","03:38:34.39,03:38:34.390,03:38:34.38","+22:32:59.5,+22:32:59.50","0.087","IIn","1","1"
"SN2011je","04:05:53.76,04:05:53.8,04:05:53.760,04:05:53.75,04:05:53.928","+13:28:12.9,+13:28:13,+13:28:12.90,+13:28:12.8,+13:28:12.36","0.0174","II Pec","1","1"
"SN2011jg","16:17:18.87,16:17:18.871","+59:19:29.8,+59:19:29.78,+59:19:29.7","0.0149","IIb","1",""
"SN2011jj","01:26:31.80,01:26:31.8,01:26:31.800,01:26:31.79,01:26:32.016","+31:37:02.6,+31:37:03,+31:37:02.60,+31:37:02.5,+31:36:57.96","0.0452","II P","1","1"
"SN2011jk","07:25:43.05,07:25:43.1,07:25:43.051,07:25:43.04,07:25:42.96,07:27:43.05","+20:06:21.7,+20:06:22,+20:06:21.71,+20:06:20.16","0.0176","II P","1","1"
"SN2011jo","00:08:34.57,00:08:34.570","-33:51:14.8,-33:51:14.80","0.0227","II P","1",""
"SN2011jp","02:58:07.60,02:58:07.601,02:58:07.59","-10:21:54.1,-10:21:54.11,-10:21:54.0","0.0155","II P","1",""
"SN2011jy","10:53:57.03,10:53:57.029,10:53:57.02","+23:22:34.5,+23:22:34.50","0.04","II","1","1"
"SN2011jz","04:46:41.70,04:46:41.830","-62:28:02.2,-62:28:01.99","0.0265","II","1",""
"SN2011kb","07:21:14.28,07:21:14.280,07:21:14.27","-62:05:30.8,-62:05:30.80,-62:05:30.7","0.01","II P","1",""
"SN2011kh","22:03:15.00,22:03:15.1,22:03:15.14,22:03:15.139,22:03:15.12","+00:34:24.9,+00:34:25,+00:34:25.3,+00:34:25.28","0.030171","II","1",""
"SN2011ki","16:10:30.46,16:10:30.6,16:10:30.55,16:10:30.550,16:10:30.54,16:10:30.48","+27:29:59.2,+27:30:01,+27:30:00.5,+27:30:00.50,+27:30:00.36","0.0316","II","1",""
"SN2011O","13:54:19.96,13:54:19.961,13:54:19.95","+32:55:39.4,+32:55:39.40","0.0262","II","1",""
"SN2011P","02:25:44.80,02:25:44.801","+16:12:56.0,+16:12:56.02,+16:12:56.1","0.08","IIn","1",""
"SN2011S","09:13:54.05,09:13:54.050","-17:00:39.3,-17:00:39.31","0.06","IIn","1",""
"SN2011V","09:27:38.76,09:27:38.760,09:27:38.75","+28:47:27.2,+28:47:27.49,+28:47:27.5","0.0138","IIb","1",""
"SN2011W","00:32:51.24,00:32:51.240","+11:44:07.5,+11:44:07.51","0.0164","II","1",""
"SN2011X","13:50:21.36,13:50:21.360","-52:39:58.5,-52:39:58.50","0.0123","II P","1",""
"SN2012ai","09:07:58.83,09:07:58.831","+41:42:19.9,+41:42:19.91","0.0252","II","1","1"
"SN2012ak","10:01:27.20,10:01:27.199","+36:40:12.0,+36:40:12.00","0.0416","II","1","1"
"SN2012al","10:06:11.61,10:06:11.6,10:06:11.609,10:06:11.52","+47:17:40.6,+47:17:41,+47:17:40.60,+47:17:40.56","0.04","IIn","1","1"
"SN2012am","10:54:01.67,10:54:01.670","+46:01:38.9,+46:01:38.89","0.0416","IIn","1","1"
"SN2012an","17:24:10.23,17:24:10.229","+59:00:06.9,+59:00:06.91","0.0111","IIb","1",""
"SN2012av","15:46:17.51,15:46:17.510","+10:45:34.5,+10:45:34.49","0.018","II","1","1"
"SN2012bb","12:19:51.97,12:19:51.970","-36:27:26.1,-36:27:26.10","0.0132","II P","1",""
"SN2012bd","16:31:05.47,16:31:05.470","+61:55:48.4,+61:55:48.40","0.037","II P","1","1"
"SN2012bg","11:29:11.20,11:29:11.201","+36:00:20.6,+36:00:20.59","0.033","II P","1",""
"SN2012bn","15:41:13.44,15:41:13.440","+15:34:22.2,+15:34:22.19","0.013513","II","1","1"
"SN2012bq","10:16:38.65,10:16:38.650","-06:46:36.2,-06:46:36.19","0.0415","IIn","1","1"
"SN2012bu","10:52:56.61,10:52:56.6,10:52:56.530,10:52:56.64","-32:56:07.1,-32:56:07,-32:56:07.69,-32:56:07.08","0.0109","II P","1",""
"SN2012bv","19:21:30.34,19:21:30.35,19:21:30.360,19:21:30.20","+61:08:10.8,+61:08:11.4,+61:08:12.01,+61:08:10.1","0.0073","II","1","1"
"SN2012by","13:15:28.90,13:15:28.901","+62:07:47.8,+62:07:47.78","0.0308","II","1","1"
"SN2012cb","05:28:17.95,05:28:17.950","+76:39:55.9,+76:39:55.91","0.013923","II","1",""
"SN2012cc","12:26:56.81,12:26:56.810","+15:02:45.5,+15:02:45.49","-0.0008536","II","1",""
"SN2012ch","15:06:02.54,15:06:02.539","+41:25:32.7,+41:25:32.70","0.008637","II P","1",""
"SN2012cj","13:28:43.43,13:28:43.430","-48:54:35.6,-48:54:35.60","0.01","II P","1",""
"SN2012ck","19:19:27.93,19:19:27.931","+44:14:50.9,+44:14:50.89","0.042","II","1",""
"SN2012cl","10:14:50.93,10:14:50.930","-43:37:48.8,-43:37:48.79","0.0101","II P","1",""
"SN2012cq","09:08:05.46,09:08:05.460","+20:30:12.5,+20:30:12.49","0.0256","IIn","1","1"
"SN2012cr","12:42:24.45,12:42:24.5,12:42:24.449,12:42:24.48","-07:02:57.6,-07:02:58,-07:02:57.59,-07:02:57.588","0.009","II","1",""
"SN2012cs","15:31:57.65,15:31:57.660","+68:14:42.8,+68:14:42.11","0.0218","IIb","1",""
"SN2012ct","16:32:13.92,16:32:13.920","+38:39:25.1,+38:39:25.09","0.039","II P","1","1"
"SN2012cz","15:57:46.36,15:57:46.4,15:57:46.361,15:57:46.32","+16:22:27.4,+16:22:27,+16:22:27.41,+16:22:27.48","0.036","IIn","1",""
"SN2012dh","13:11:09.04,13:11:09.041","-28:00:33.1,-28:00:33.08","0.0071","II P","1",""
"SN2012dt","00:56:38.88,00:56:38.880","-09:54:09.1,-09:54:09.11","0.0189","II","1","1"
"SN2012du","21:49:16.32,21:49:16.320","-60:42:42.6,-60:42:42.59","0.0105","II","1",""
"SN2012ed","15:39:36.45,15:39:36.451,15:39:36.0","-02:41:00.7,-02:41:00.71,-02:41:01.0","0.015","II","1","1"
"SN2012eg","03:09:16.97,03:09:16.970","+38:38:20.7,+38:38:20.69","0.0114","II P","1",""
"SN2012eh","01:27:31.45,01:27:31.450","+14:49:05.8,+14:49:05.81","0.022","II","1",""
"SN2012es","14:24:29.11,14:24:29.110","-16:45:39.2,-16:45:39.20","0.00895","IIb","1",""
"SN2012ew","02:45:28.36,02:45:28.411,02:45:28.41","-62:07:21.0,-62:07:21.40,-62:07:21.4","0.0257","II","1","1"
"SN2012ey","02:24:50.64,02:24:50.6,02:24:50.640","+16:10:54.3,+16:10:54,+16:10:54.30,+16:10:54.12","0.0272","IIb","1","1"
"SN2012fc","23:10:12.71,23:10:12.710","+30:34:42.6,+30:34:42.60","0.02344","II P","1",""
"SN2012fg","09:24:37.95,09:24:38.05,09:24:37.951","+49:21:32.0,+49:21:34.0,+49:21:32.00","0.01624","IIb","1","1"
"SN2012fi","05:21:25.93,05:21:25.9,05:21:25.930,05:21:25.944","-16:52:55.9,-16:52:56,-16:52:55.88,-16:52:55.92","0.01094","II P","1",""
"SN2012fj","16:15:44.86,16:15:44.861","+31:57:47.7,+31:57:47.70","0.031422","II P","1","1"
"SN2012fo","03:31:38.461,03:31:38.46,03:31:38.460","-27:13:51.92,-27:13:51.9,-27:13:51.89","0.238,0.238","II","1",""
"SN2012fp","03:32:43.203,03:32:43.20,03:32:43.200","-27:10:33.27,-27:10:33.3,-27:10:33.31,-27:10:32.86","0.644,0.644","IIn","1",""
"SN2012fs","00:37:39.38,00:37:39.379","+10:21:29.0,+10:21:29.02","0.015","II P","1","1"
"SN2012ft","20:31:33.45,20:31:33.449","-44:09:17.3,-44:09:17.32","0.02","II","1","1"
"SN2012fy","19:37:15.72,19:37:15.720","-42:18:27.1,-42:18:27.11","0.02","II P","1","1"
"SN2012ga","20:52:25.10,20:52:25.099","-05:46:15.6,-05:46:15.60","0.02","II","1","1"
"SN2012gc","22:30:50.42,22:30:50.419","-14:11:16.3,-14:11:16.30","0.01679","II","1","1"
"SN2012gf","21:45:09.63,21:45:09.629","+10:06:12.6,+10:06:12.60","0.027536","II","1","1"
"SN2012gj","19:07:00.73,19:07:00.730","+29:00:16.6,+29:00:16.60","0.013","II","1","1"
"SN2012gk","05:22:41.50,05:22:41.501","-39:03:44.3,-39:03:44.32","0.050415","II P","1",""
"SN2012gn","09:24:01.76,09:24:01.759","+68:33:43.3,+68:33:43.31","0.0132","II","1",""
"SN2012gq","02:52:46.01,02:52:46.010","+46:55:52.3,+46:55:52.28","0.0281","II","1",""
"SN2012gr","03:38:55.64,03:38:55.68,03:38:55.639","+16:49:43.5,+16:49:42.8,+16:49:43.50","","II P","1",""
"SN2012hb","09:02:05.460,09:02:05.46","-64:54:19.73,-64:54:19.7,-64:54:19.69","0.0056","II","1",""
"SN2012hi","08:39:42.02,08:39:42.019","+60:58:16.0,+60:58:16.00","0.02639","II","1","1"
"SN2012hk","10:41:15.34,10:41:15.341","+37:33:21.8,+37:33:21.82","0.023986","II","1","1"
"SN2012ho","22:40:17.02,22:40:17.021","-02:25:34.1,-02:25:34.10","0.0099","II P","1","4"
"SN2012hs","09:49:14.71,09:49:14.710","-47:54:45.6,-47:54:45.61","0.006424","II","1","25"
"SN2012hv","12:47:29.30,12:47:29.299","-43:19:44.3,-43:19:44.29","0.01111","II","1",""
"SN2012hw","09:41:38.07,09:41:38.0,09:41:38.021,09:41:38.02,09:41:37.92","+48:40:24.9,+48:40:26,+48:40:25.50,+48:40:25.5,+48:40:25.32","0.038054","II P","1","1"
"SN2012K","00:34:30.79,00:34:30.790","+30:24:06.3,+30:24:06.30","0.0203","II","1","1"
"SN2012R","14:21:14.21,14:21:14.210","-36:13:10.7,-36:13:10.70","0.0124","II","1",""
"SN2012S","01:49:47.70,01:49:47.700","+31:44:49.6,+31:44:49.60","0.037,0.036","II P","1","1"
"SN2012W","00:50:08.95,00:50:09.0,00:50:08.950,00:50:08.952","-05:11:17.5,-05:11:18,-05:11:17.48,-05:11:17.484","0.0183","II","1","1"
"SN2012Y","04:50:27.83,04:50:27.8,04:50:27.830,04:50:27.84","-03:29:24.5,-03:29:25,-03:29:24.50,-03:29:24.504","0.084,0.083","IIn","1","1"
"SN2013ac","09:45:08.79,09:45:08.789","+58:40:07.3,+58:40:07.28","0.03013","II P","1",""
"SN2013af","09:13:55.17,09:13:55.171","+55:46:56.7,+55:46:56.71","0.035","II P","1",""
"SN2013an","12:49:54.21,12:49:54.211","+06:20:40.6,+06:20:40.60","0.014","II","1","1"
"SN2013aq","14:24:42.57,14:24:42.571","-03:12:31.0,-03:12:30.89,-03:12:30.9","0.008","II P","1",""
